plant,longitude,latitude,capacity,BA,state,type,status,exactCoord,wind_turbine_hub_ht,wind_turbine_rotor_diameter,rotor_swept_area_m2,manufacturer,model,config,turb_generic_loss,sc_gids,res_gids,gen_gids,res_built
b'Noble Clinton',-73.99393073,44.92135984,100.5,b'NYISO',b'NY',b'wind',b'existing',b'True',80.0,77.0,4656.63,b'GE Wind',b'GE1.5-77',b'ge77_1500',9.640224342,"b'[27287, 27846, 28420, 28417, 27286, 28989, 28988]'","b'[3977419, 3975469, 3975470, 3973521, 3973522, 3971568, 3971569, 3969619, 3971570, 3969620, 3967671, 3971571, 3969621, 3967672, 3969622, 3967673, 3991050, 3991051, 3987153, 3989101, 3987154, 3991052, 3989102, 3989103, 3971567, 3971566, 3969618, 3967669, 3967670, 3971572, 3985204, 3979357, 3985203, 3979358, 3979359, 3983255, 3981306, 3981307, 3985202, 3983254, 3977410, 3977411]'","b'[5306, 5154, 5155, 4998, 4999, 4840, 4841, 4692, 4842, 4693, 4546, 4843, 4694, 4547, 4695, 4548, 6444, 6445, 6118, 6283, 6119, 6446, 6284, 6285, 4839, 4838, 4691, 4544, 4545, 4844, 5951, 5450, 5950, 5451, 5452, 5782, 5615, 5616, 5949, 5781, 5297, 5298]'","b'[1.2879, 2.3814, 2.5272, 1.4823, 0.8019, 0.0243, 1.73137, 0.0486, 3.4749, 2.0169, 0.0972, 0.3645, 3.3291, 0.1458, 2.5272, 0.243, 1.4094, 1.9926, 2.2356, 3.5721, 1.215, 1.9197, 3.9366, 3.7665, 12.4902, 3.888, 0.3159, 0.0243, 0.3159, 1.8954, 0.9477, 1.1907, 6.2451, 1.0449, 1.0206, 7.1442, 1.1178, 4.3011, 3.9852, 6.075, 0.30503, 5.6619]'"
