,Pers,LR,Lasso,Ridge,LAD,NN,FA-FIXED-LR,FA-FIXED-LDR-LR,FA-FIXED-NN,FA-FIXED-LDR-NN,FA-LEARN-LDR-LR-10,FA-LEARN-LDR-LR-1,FA-LEARN-LDR-LR-2,FA-LEARN-LDR-LR-5,FA-LEARN-LDR-LR-20,FA-LEARN-LDR-NN-10,FA-LEARN-LDR-NN-1,FA-LEARN-LDR-NN-2,FA-LEARN-LDR-NN-5,FA-LEARN-LDR-NN-20,FA-LEARN-LR-10,FA-LEARN-LR-1,FA-LEARN-LR-2,FA-LEARN-LR-5,FA-LEARN-LR-20,FA-LEARN-NN-10,FA-LEARN-NN-1,FA-LEARN-NN-2,FA-LEARN-NN-5,FA-LEARN-NN-20,iteration,percentage,threshold
0,0.1687695398998166,0.12939642892086153,0.1302371115867804,0.12975228102060724,0.12122102171503266,0.10291310208163633,0.13323228593999276,0.14044325648264436,0.10443243976941931,0.11505351924564937,0.12931398761998855,0.1294628771905645,0.1275990656675733,0.12932132408530078,0.12869354576899988,0.10668130980167444,0.10450504186463394,0.10821617194198989,0.11056825852208078,0.10674482118498191,0.13076277739178832,0.13076277739178832,0.13076277739178832,0.13076277739178832,0.13076277739178832,0.10762080719807074,0.10595706444997796,0.10890972004222867,0.10830151895030235,0.10889338929789723,,,
