,Number missing,Pers,LR,Lasso,Ridge,LAD,NN,FA-FIXED-LR,FA-FIXED-LDR-LR,FA-FIXED-NN,FA-FIXED-LDR-NN,FA-LEARN-LDR-LR-10,FA-LEARN-LDR-LR-1,FA-LEARN-LDR-LR-2,FA-LEARN-LDR-LR-5,FA-LEARN-LDR-LR-20,FA-LEARN-LDR-NN-10,FA-LEARN-LDR-NN-1,FA-LEARN-LDR-NN-2,FA-LEARN-LDR-NN-5,FA-LEARN-LDR-NN-20,FA-LEARN-LR-10,FA-LEARN-LR-1,FA-LEARN-LR-2,FA-LEARN-LR-5,FA-LEARN-LR-20,FA-LEARN-NN-10,FA-LEARN-NN-1,FA-LEARN-NN-2,FA-LEARN-NN-5,FA-LEARN-NN-20,Count
0,0,0.2983342860822543,0.18727868842216872,0.18733555109631295,0.18742778768393248,0.19212393674124895,0.15718823703244192,0.18941860514532122,0.18941860514532122,0.15687269631158776,0.15512375738138556,0.18941860514532122,0.18941860514532122,0.18941860514532122,0.18941860514532122,0.18941860514532122,0.15302146129120164,0.15764070934444435,0.1555125844753462,0.1595299185017312,0.15886434960853632,0.18941860514532122,0.18941860514532122,0.18941860514532122,0.18941860514532122,0.18941860514532122,0.1568388901102395,0.15765044073128628,0.155011390223563,0.1556130530434756,0.15512515834348897,20515
0,0,0.31061746834206794,0.19149411417532378,0.1913956503934982,0.19145177154809642,0.19505078495839237,0.16148746715679668,0.1969881545080571,0.1981710506582077,0.15987351205984687,0.16766413887157988,0.19276035453635915,0.19265816960672985,0.19315986647679043,0.19375224899646443,0.1930915975166273,0.1605415993273194,0.16167685131681528,0.16238868441729465,0.1632803264389697,0.16092444695265795,0.1952671942481203,0.1952671942481203,0.1952671942481203,0.1952671942481203,0.1952671942481203,0.161125702121704,0.16010953606355846,0.16058951863600757,0.16010165735979007,0.15999047817771497,9501
1,1,0.29661627217460046,0.18510715546375384,0.1850306849359328,0.1850466474124142,0.19045824137354633,0.160799359227078,0.19045252131214682,0.19406891597280732,0.15676034432642644,0.16227116602477146,0.18708051383252633,0.18616935287666164,0.18659052777381036,0.18809890218655295,0.18797498271659496,0.15623295144876584,0.156332598524854,0.15689082955902248,0.15625465597910815,0.15641007594222783,0.1884446091287891,0.1884446091287891,0.1884446091287891,0.1884446091287891,0.1884446091287891,0.15640421207160465,0.15682805326065777,0.15631521905093954,0.1562990002060855,0.15721305249107503,7588
2,2,0.29341037883400706,0.1870042883302034,0.18705872625744668,0.18720369572454598,0.19377343682370113,0.15527963273646203,0.1921412722826304,0.1928419588008707,0.15456683887372044,0.1607013663890164,0.18871150582011179,0.1885339515237504,0.18940186351946897,0.19052820847818955,0.18885215491601126,0.14976016552575827,0.14992608186311807,0.1520741626149208,0.15103555885790404,0.15266680529340496,0.19169362446179497,0.19169362446179497,0.19169362446179497,0.19169362446179497,0.19169362446179497,0.15092871098039848,0.15099942159222438,0.15165608178518236,0.15123848521623812,0.15007443714142643,2845
3,3,0.3140050892163002,0.207353409037873,0.20717443586244425,0.20721219676884764,0.2177371069957196,0.17134193361055075,0.2052393545716461,0.21163651722380414,0.16264909426122603,0.18544255684699365,0.2055210945912441,0.20389448494794318,0.2064347325119474,0.20876748346029775,0.20561816148198725,0.17074161501889604,0.1639306475149856,0.1690633030328027,0.16458203915496333,0.1653525776477963,0.206300589599194,0.206300589599194,0.206300589599194,0.206300589599194,0.206300589599194,0.16184300227185472,0.1649867632721124,0.16864589664153695,0.16457621363571975,0.16677096821972962,522
4,4,0.19148016779983776,0.11344019979621021,0.11379320081761393,0.11411916958447488,0.10993605143310953,0.09456980220743948,0.11371589692239971,0.11703851922041028,0.0910740045733766,0.10590831120837622,0.1162045049659896,0.11571652927443653,0.11423965708769299,0.11370367990084247,0.11844880535188655,0.08032808818119962,0.08394331898907423,0.08977234965832465,0.09300942989236072,0.07963562699018259,0.10700606510980172,0.10700606510980172,0.10700606510980172,0.10700606510980172,0.10700606510980172,0.07914982430612226,0.08667701218669517,0.07434678124112103,0.07436461432016793,0.07387846110789892,47
5,5,0.29510164918916504,0.18253647889133107,0.18343683720586046,0.1834814496497524,0.23754997513115714,0.11195463942552968,0.18207405399981175,0.18761194648420132,0.11172593810597604,0.12931880511499907,0.18429706695188186,0.18049015203520996,0.17063951317392118,0.20078428323622402,0.19067274587115965,0.1553882311402397,0.13618660666541718,0.150505821164313,0.17814757194147887,0.1491146447428291,0.1361926974000217,0.1361926974000217,0.1361926974000217,0.1361926974000217,0.1361926974000217,0.15821714276802099,0.16038815701488104,0.15373674882405874,0.14713533139318655,0.16823176220116123,12
0,0,0.3014811129793729,0.18755599424597524,0.1875116903450408,0.1875357705311371,0.19325320957657202,0.1598200497251425,0.19258960636828296,0.19594938997450298,0.15735447085354592,0.1658627280353729,0.1901920715146422,0.1896874639014616,0.19028123851895562,0.1914162028442646,0.19050828651465398,0.15605580777410757,0.1566286455327009,0.159646412319449,0.15682282129435618,0.1573748017811527,0.1918364640375057,0.1918364640375057,0.1918364640375057,0.1918364640375057,0.1918364640375057,0.1563000317599768,0.15693311722420958,0.15627777742489965,0.15611448463340782,0.15581615088657227,9336
1,1,0.3096310793067736,0.19036594592495582,0.19024270247197217,0.19031616744210844,0.19480546574029522,0.1611226215517623,0.19340049077289828,0.19737239807994328,0.1592851102419314,0.16730929724559618,0.19198712829448933,0.19115740217723118,0.19206866289990315,0.19270709329231916,0.19238311838084762,0.16028188668924254,0.16010138827101045,0.1606734851103255,0.1596148823443491,0.15866993314220565,0.1934234143089578,0.1934234143089578,0.1934234143089578,0.1934234143089578,0.1934234143089578,0.1585478263551777,0.16021254091881643,0.15949405110016704,0.15918557267431432,0.1582316293215944,7764
2,2,0.2949413253208393,0.18779897990075967,0.18762563476343133,0.18759051425177745,0.19169296055308604,0.16020409576157998,0.1918354532770063,0.19787806230008434,0.16229425477743922,0.1681152018582836,0.19139442683245514,0.18975825134797258,0.19035510398599798,0.1922889943154919,0.19205309138655155,0.16187844755032516,0.16172680921672178,0.16466785223052224,0.15967643199438514,0.1595854859890605,0.19333486089953517,0.19333486089953517,0.19333486089953517,0.19333486089953517,0.19333486089953517,0.15926479601508195,0.16070721848034075,0.16176386342733395,0.16167094058045545,0.16032877713435775,2806
