,Pers,LR,Lasso,Ridge,LAD,NN,FA-FIXED-LR,FA-FIXED-LDR-LR,FA-FIXED-NN,FA-FIXED-LDR-NN,FA-LEARN-LDR-LR-10,FA-LEARN-LDR-LR-1,FA-LEARN-LDR-LR-2,FA-LEARN-LDR-LR-5,FA-LEARN-LDR-LR-20,FA-LEARN-LDR-NN-10,FA-LEARN-LDR-NN-1,FA-LEARN-LDR-NN-2,FA-LEARN-LDR-NN-5,FA-LEARN-LDR-NN-20,FA-LEARN-LR-10,FA-LEARN-LR-1,FA-LEARN-LR-2,FA-LEARN-LR-5,FA-LEARN-LR-20,FA-LEARN-NN-10,FA-LEARN-NN-1,FA-LEARN-NN-2,FA-LEARN-NN-5,FA-LEARN-NN-20,iteration,percentage,threshold
0,0.29293591536142816,0.1880622586753998,0.1880935305027419,0.18822603982410105,0.1926331070474816,0.1581657652124543,0.195004367878269,0.1915586611451807,0.15742157915036276,0.16029609900187508,0.1903421227675399,0.19032232159368548,0.19022526590714117,0.1905686552765348,0.19101072956899365,0.15917933391723074,0.1586822423728223,0.16019221294003275,0.16147002266466276,0.15799269943002434,0.19021726182398796,0.19021726182398796,0.19021726182398796,0.19021726182398796,0.19021726182398796,0.16210876448477612,0.15857320288157445,0.15771759846372596,0.15798974089208045,0.15735494216949403,,,
