,Number missing,Pers,LR,Lasso,Ridge,LAD,NN,FA-FIXED-LR,FA-FIXED-LDR-LR,FA-FIXED-NN,FA-FIXED-LDR-NN,FA-LEARN-LDR-LR-10,FA-LEARN-LDR-LR-1,FA-LEARN-LDR-LR-2,FA-LEARN-LDR-LR-5,FA-LEARN-LDR-LR-20,FA-LEARN-LDR-NN-10,FA-LEARN-LDR-NN-1,FA-LEARN-LDR-NN-2,FA-LEARN-LDR-NN-5,FA-LEARN-LDR-NN-20,FA-LEARN-LR-10,FA-LEARN-LR-1,FA-LEARN-LR-2,FA-LEARN-LR-5,FA-LEARN-LR-20,FA-LEARN-NN-10,FA-LEARN-NN-1,FA-LEARN-NN-2,FA-LEARN-NN-5,FA-LEARN-NN-20,Count
0,0,0.03508491760887312,0.025849235257374932,0.025957357829284777,0.025883680404821276,0.02600760314831136,0.02759804628325441,0.02620057000142655,0.02620057000142655,0.02743450218532819,0.030404749455949363,0.02620057000142655,0.02620057000142655,0.02620057000142655,0.02620057000142655,0.02620057000142655,0.026344843588249595,0.025886736649043757,0.029296941308398015,0.02839805354509304,0.028762999700929066,0.02620057000142655,0.02620057000142655,0.02620057000142655,0.02620057000142655,0.02620057000142655,0.028857641535866563,0.026530077624232356,0.02627841083940811,0.027844267400841508,0.027224765559869347,20538
0,0,0.03768623605431112,0.02901680270001743,0.02878178833254971,0.028970565508858043,0.029651881094712167,0.02990148350002408,0.04160037265484947,0.032961220942495956,0.037242185515835295,0.03613709212560255,0.02718479127696601,0.03954330772060197,0.027839496599368567,0.027211670691022878,0.027012098565913904,0.02926116231215528,0.029704029195262292,0.03129612246284672,0.030576861571436766,0.031548482134792354,0.029201907472011044,0.029201907472011044,0.029201907472011044,0.029201907472011044,0.029201907472011044,0.031108264984007192,0.029352652986034972,0.029339913840294832,0.030298119429879287,0.029885839268668647,10140
1,1,0.04984232966180569,0.0418563401224925,0.04153228200670748,0.04177650332281306,0.04358384294078383,0.04115179938874622,0.08529820937328492,0.051456597628839654,0.07234098006971532,0.05110183983469935,0.029997556810685604,0.0686211148783548,0.036715553255412904,0.030237947731515474,0.03005110842356393,0.037457753897090676,0.03997322890605151,0.038212763256499985,0.03643359287390996,0.03890855851887093,0.037419284792445,0.037419284792445,0.037419284792445,0.037419284792445,0.037419284792445,0.0370789479957363,0.03703594729801751,0.03706510994977137,0.036887464071984184,0.03699946405672525,7487
2,2,0.11485400149965228,0.10094117990643904,0.10016349182816074,0.10073084191125681,0.10643668878095595,0.09349467495569982,0.10514403504468509,0.07487699382798228,0.08692581339034265,0.06737721507698356,0.03499573392862967,0.0892852511800837,0.049390331508827275,0.03832223908297458,0.03484586791859899,0.046028629291862584,0.04373622460371664,0.06060213823981473,0.0421539341602994,0.042802585920575585,0.05519720562404385,0.05519720562404385,0.05519720562404385,0.05519720562404385,0.05519720562404385,0.04502829107360519,0.049146179912435195,0.04578186823808784,0.04607537492980916,0.046231571096778605,2414
3,3,0.15827529660011402,0.13809691564447688,0.1372174174430056,0.13777544100230338,0.14642856094043027,0.13093246271941025,0.1273977728860474,0.08428855067948804,0.10946967153612885,0.0839078433164971,0.05038096985457425,0.12642938504552492,0.08633677343583643,0.06586794738306218,0.04913949932934013,0.06958459264401336,0.06224353019098401,0.12271475947098749,0.05685160667176507,0.06256648183165996,0.1040282465335698,0.1040282465335698,0.1040282465335698,0.1040282465335698,0.1040282465335698,0.05417647552691118,0.0871477541170963,0.055103271470216424,0.055291571355984545,0.055276967292927956,436
4,4,0.14559842028534947,0.1344466837748325,0.13412255465637696,0.13431887691565783,0.13866763806832616,0.12787936623512594,0.11386643516044206,0.10849360388424006,0.10664371039841403,0.08944982868161597,0.07598290040682053,0.13332224756371372,0.10531564343147441,0.08344848138916029,0.07594376632939462,0.08512627408526463,0.08915003833097587,0.15404005280904362,0.10427445828156164,0.09590386326571942,0.10667928566312575,0.10667928566312575,0.10667928566312575,0.10667928566312575,0.10667928566312575,0.08464288725468877,0.09464780496058825,0.08284268650875792,0.08502586042937983,0.08556500168007561,58
5,5,0.03158990104419488,0.017701364652764187,0.017309186917594633,0.017852416835483872,0.01316486584934286,0.018729238070210617,0.002054896615405498,0.06028838816217767,0.006335495169262267,0.0347611573543218,0.027403363932242446,0.1547604202439493,0.0796863542463782,0.027403363932242446,0.027410869991161848,0.03145158096235708,0.04690299672765537,0.024600378982795528,0.025222561305943466,0.03905336874085162,0.03427809694639005,0.03427809694639005,0.03427809694639005,0.03427809694639005,0.03427809694639005,0.03247800471713318,0.03463184485313294,0.04035357437002336,0.028586976626401046,0.02292586184522649,3
0,0,0.042311999729000974,0.03435652609042568,0.03387472571765659,0.034272400736805625,0.035159294176187426,0.03456433938216656,0.04241528289978548,0.03290088131230385,0.03841485003801901,0.037366173579610286,0.02800114637399371,0.04013910058815853,0.02882760072202644,0.02800114637399371,0.028046290428935344,0.03023447451954922,0.030582985459023954,0.03160114439684727,0.031313693231477806,0.03238582836288337,0.02949677060693949,0.02949677060693949,0.02949677060693949,0.02949677060693949,0.02949677060693949,0.031730292608302055,0.02975295437683341,0.029638806881911978,0.030769520795597024,0.030376589784271244,10014
1,1,0.09513863275173219,0.08230036503672114,0.08164445460407203,0.08208250461954975,0.08737082813016107,0.07803655153734006,0.09942137312648093,0.059179092569903655,0.08212723590712528,0.0544110356911701,0.03186230090107647,0.07508526047072844,0.04058103552668495,0.03190495258554341,0.03150893675470727,0.03839906736266773,0.040922420248212674,0.039710414239343704,0.037734921073715136,0.03996336936809265,0.038189313187674434,0.038189313187674434,0.038189313187674434,0.038189313187674434,0.038189313187674434,0.03829627558994282,0.03804294027447155,0.03773198674411608,0.0379956971157752,0.037964133970196275,7466
2,2,0.10005683085790822,0.08706351280238502,0.08647708778699474,0.08687080100287725,0.09183173258674986,0.08707540368603366,0.11197810845185847,0.07630848745409151,0.10056583489281977,0.06374071541138746,0.03442251544434132,0.08943375604853047,0.05031685189708371,0.03617987454417892,0.03398593409178257,0.04232886457574616,0.04371384228559284,0.06257445842836376,0.041400903125588966,0.04169855805205556,0.0509970312646995,0.0509970312646995,0.0509970312646995,0.0509970312646995,0.0509970312646995,0.04224870416147594,0.04554425515166263,0.043044000272745006,0.0421580177778209,0.04261626878221433,2540
