,Pers,LS,Lasso,Ridge,LAD,NN,FDRR-R,LinAdj-FDR,FinAd-LAD,FinAd-LS,iteration,percentage
0,0.07613402794361109,0.07197760956367259,0.07229286150144895,0.07206110558999154,0.06806439958592618,0.0716615407816863,0.07162268043292733,0.0716226801226848,0.06804360820598346,0.07198727127815106,0,0
0,0.07613402794361109,0.07197760956367259,0.07229286150144895,0.07206110558999154,0.06806439958592618,0.0716615407816863,0.07162268043292733,0.0716226801226848,0.06804360820598346,0.07198727127815106,1,0
0,0.07613402794361109,0.07197760956367259,0.07229286150144895,0.07206110558999154,0.06806439958592618,0.0716615407816863,0.07162268043292733,0.0716226801226848,0.06804360820598346,0.07198727127815106,2,0
0,0.07613402794361109,0.07197760956367259,0.07229286150144895,0.07206110558999154,0.06806439958592618,0.0716615407816863,0.07162268043292733,0.0716226801226848,0.06804360820598346,0.07198727127815106,3,0
0,0.07613402794361109,0.07197760956367259,0.07229286150144895,0.07206110558999154,0.06806439958592618,0.0716615407816863,0.07162268043292733,0.0716226801226848,0.06804360820598346,0.07198727127815106,4,0
0,0.07630247893707402,0.07206709031339907,0.0723819963604522,0.07215068971749453,0.06813596891614025,0.07171948795995275,0.07225646258742954,0.07178474186387557,0.068465754572614,0.07193206134422346,0,0.001
0,0.07705085755681403,0.07243121090017846,0.0727693611436668,0.07251365607982072,0.06854788939165785,0.07206206077068539,0.07273909759892773,0.07195958881350903,0.06873913042646149,0.07198869395844926,1,0.001
0,0.0761540283503487,0.07202365261252211,0.07233614118438395,0.07210549726744736,0.06810776518747935,0.0716970740789696,0.07201533693380288,0.0717430171044186,0.06844688903390761,0.07187483609757113,2,0.001
0,0.07658951569323184,0.07212697111527337,0.07245203853870796,0.0722112578206246,0.06823137249240391,0.07177508972859771,0.07216119536952771,0.07193046533877744,0.06833623790415227,0.07199608040475931,3,0.001
0,0.0767630565700671,0.07217420775713645,0.07250468774967873,0.07225766816408855,0.06832733294658155,0.0717973077158407,0.0726115701973262,0.07183955685698204,0.06864971738045154,0.07206083062267228,4,0.001
0,0.07751797849201535,0.07252816190909721,0.07287794334594533,0.07260980683937492,0.06862554967322354,0.07223120401783377,0.07469077031950555,0.0729707288573667,0.07049449502177972,0.07204909350641588,0,0.005
0,0.07778204951045403,0.07281704761215647,0.07313990274485208,0.07289270823096781,0.06904068370535635,0.07238848822825929,0.07526306425871859,0.07282486699264322,0.07069008921754943,0.07215536724013151,1,0.005
0,0.07786878602777092,0.07305922046533093,0.07339547097211194,0.0731409935097391,0.06919931156794389,0.07275413438555983,0.07530139158164605,0.07266325406811178,0.07052634407846238,0.07209869663166239,2,0.005
0,0.077680595653231,0.07278710361397858,0.07311837886808284,0.0728631912644567,0.0689973587220812,0.07244577257880692,0.07474822639047374,0.0727294025429286,0.07047977406755283,0.07232827249197657,3,0.005
0,0.07782043340724137,0.0729101812438151,0.07323438989762834,0.07298569238730265,0.06907820513724279,0.07265832296871291,0.07541132039581112,0.07278214993795841,0.0708308112520889,0.07208958848110045,4,0.005
0,0.07843945140084714,0.0730988398378327,0.07340346190010077,0.073168765769573,0.06933321583184399,0.0728967127583919,0.07688047916194657,0.07363551471149347,0.07247866255212514,0.07211779975756231,0,0.01
0,0.07742163548237031,0.07274474696166441,0.07308665343668566,0.07282453838409564,0.06874207042732537,0.07241790932767486,0.07665495157880703,0.07320164826889959,0.07220049892196716,0.07216385282759558,1,0.01
0,0.07918726489806019,0.07406187527671498,0.07440148499048967,0.07413381087364272,0.0702318743563701,0.07350619950017763,0.07712233620788399,0.07385323803531543,0.07293903247504688,0.07260026144218028,2,0.01
0,0.07845769659572845,0.07380967607008833,0.07413868071333664,0.0738841049047132,0.06984834207150716,0.07326958785804974,0.07744141103196472,0.0739374771195317,0.07342824922670878,0.07266944471907727,3,0.01
0,0.07819316811257523,0.07333552207718677,0.07368206203922721,0.07341137763775525,0.06942360953669402,0.07302075731568579,0.07659047228090085,0.07344881568447557,0.07230385274802816,0.07215298587715144,4,0.01
0,0.08828830004764385,0.0794863478229074,0.07988179610451283,0.07952243140217968,0.07590922201756853,0.07967169809007972,0.08482042649681593,0.07917090751545758,0.07835311488489484,0.07439941899895058,0,0.05
0,0.09066165316963597,0.08038772084584643,0.08082726264109691,0.08041192255701828,0.07711052909268591,0.07958536377692849,0.08464790695119283,0.0793764636814716,0.07904717195870901,0.07449868657797419,1,0.05
0,0.08722604858139799,0.07896494130452492,0.07942893005644129,0.0790209804646841,0.0753055670393597,0.07876475076619374,0.08405808922695697,0.07943515077242051,0.07876600509778574,0.07426372211536506,2,0.05
0,0.08869590359508624,0.07993318271327192,0.08039073083225905,0.07998237221958512,0.07621494547683282,0.07989299063207772,0.08518301279338915,0.0797834592666552,0.07969686208796982,0.07494241676789547,3,0.05
0,0.08658544399242911,0.07866442554562492,0.07911258706622493,0.07870870801076545,0.07509059913075757,0.07893549338003997,0.0852303095044967,0.07957890484322529,0.08012244042494508,0.07557227009381028,4,0.05
0,0.09711198906824174,0.08436447903707459,0.08490683527890804,0.08439710864413565,0.08095728563512983,0.08376727059935299,0.08601802100106679,0.08351864733801093,0.08327379182426364,0.07785024722502874,0,0.1
0,0.09312590864212904,0.08381180699779074,0.08426186799821832,0.08385128627465145,0.0800660518697653,0.08396819900089847,0.08578585253011893,0.0836771129417273,0.08262232753020705,0.0772955586354373,1,0.1
0,0.09137587270074654,0.0821503276844328,0.08266338167879222,0.0822036183770312,0.0786414584604322,0.08198008615182359,0.08588656607920973,0.08377959090470484,0.08204822783915422,0.07658297328406838,2,0.1
