,Pers,LS,Lasso,Ridge,LAD,NN,FA-greedy-LAD,FA-fixed-LS,FA-lin-fixed-LS,FA-greedy-LS,FA-lin-greedy-LS-1,FA-lin-greedy-LS-2,FA-lin-greedy-LS-5,FA-lin-greedy-LS-10,FA-lin-greedy-LS-25,FA-fixed-NN,FA-lin-fixed-NN,FA-greedy-NN,FA-lin-greedy-NN,iteration,percentage
0,0.0892273572312973,0.07760976284389393,0.07772929403260614,0.07764879293934722,0.07783525234119433,0.07830558031188284,0.07785197234515268,0.07762271206991662,0.0777423997610591,0.07760179181490598,0.07773660193608098,0.07773861968186956,0.07773939819897611,0.07773404928823302,0.07769513295999576,0.07781552239902258,0.078134524883341,0.07833317810431073,0.07841413530391902,0,0
0,0.0892273572312973,0.07760976284389393,0.07772929403260614,0.07764879293934722,0.07783525234119433,0.07830558031188284,0.07785197234515268,0.07762271206991662,0.0777423997610591,0.07760179181490598,0.07773660193608098,0.07773861968186956,0.07773939819897611,0.07773404928823302,0.07769513295999576,0.07781552239902258,0.078134524883341,0.07833317810431073,0.07841413530391902,1,0
0,0.0892273572312973,0.07760976284389393,0.07772929403260614,0.07764879293934722,0.07783525234119433,0.07830558031188284,0.07785197234515268,0.07762271206991662,0.0777423997610591,0.07760179181490598,0.07773660193608098,0.07773861968186956,0.07773939819897611,0.07773404928823302,0.07769513295999576,0.07781552239902258,0.078134524883341,0.07833317810431073,0.07841413530391902,2,0
0,0.0892273572312973,0.07760976284389393,0.07772929403260614,0.07764879293934722,0.07783525234119433,0.07830558031188284,0.07785197234515268,0.07762271206991662,0.0777423997610591,0.07760179181490598,0.07773660193608098,0.07773861968186956,0.07773939819897611,0.07773404928823302,0.07769513295999576,0.07781552239902258,0.078134524883341,0.07833317810431073,0.07841413530391902,3,0
0,0.0892273572312973,0.07760976284389393,0.07772929403260614,0.07764879293934722,0.07783525234119433,0.07830558031188284,0.07785197234515268,0.07762271206991662,0.0777423997610591,0.07760179181490598,0.07773660193608098,0.07773861968186956,0.07773939819897611,0.07773404928823302,0.07769513295999576,0.07781552239902258,0.078134524883341,0.07833317810431073,0.07841413530391902,4,0
0,0.0896914766086696,0.07793845727882673,0.07806749019327129,0.07797048713378388,0.07822533941125014,0.07863529845300588,0.07898111580779339,0.08184450182649713,0.07836446159619238,0.07872107554878117,0.07917482060383187,0.07860309501932115,0.07800070137041218,0.07799537037980325,0.0779565845045091,0.08004276535939284,0.07961095889589988,0.07937311535827678,0.07858409852985297,0,0.001
0,0.08943286081514962,0.07779378529425215,0.0779245320066344,0.0778267007255543,0.0780479979206763,0.07840905620755144,0.07852468018865541,0.08232338706637041,0.07852578808615124,0.07831815500450662,0.07956659960537733,0.07799741251136921,0.07788640236799287,0.07788106355357094,0.07784222072346943,0.08030053112294751,0.07946858502334832,0.07921796421080561,0.07873792550140848,1,0.001
0,0.08959742213194388,0.07769361079248736,0.07783099379494669,0.07773180928744715,0.07797024198199584,0.07837521912446489,0.07839648578297254,0.08133549865808422,0.07856252400936517,0.07813910510370098,0.0795208186244976,0.07789382328555297,0.07777446470544089,0.07776911820654996,0.07773021943588168,0.07994542064615616,0.07901031390104572,0.07894941839895611,0.07846360413879735,2,0.001
0,0.08954801263237956,0.07790915369119922,0.07803529829680976,0.07794429606505082,0.07812422829830831,0.07859673276261017,0.0794960172282946,0.08124231912015518,0.07917905866598723,0.08024458222911848,0.08043529586493844,0.0782673573459794,0.07829632228832398,0.07829101142713363,0.07825237208679074,0.08099114765781795,0.0809299294040562,0.08049340739133974,0.07916387745268823,3,0.001
0,0.0909595988506893,0.07864170184116126,0.07877314004193316,0.07865643859731282,0.07900195896437417,0.07927728950153233,0.07854078253041699,0.08240684499122866,0.07807121999554886,0.07830615092054427,0.07928536886170791,0.07792318757479731,0.07779404274030098,0.07778869758702897,0.0777498086120617,0.0795375867096286,0.0794755958382324,0.07890431399844755,0.07852596244684241,4,0.001
0,0.09210185265837083,0.0796822218509255,0.07985418044018747,0.0796843911642632,0.08009504282688405,0.08001297769739911,0.08251170253017964,0.08993038879078963,0.08076021055126908,0.08231035174196358,0.08632802979234568,0.07919227869448733,0.0786128461085208,0.0786075566322249,0.0785690729652223,0.08506857011176028,0.08318219014510592,0.08203504194830401,0.0794238954794846,0,0.005
0,0.09207687552083126,0.07986670729510088,0.08006005978070468,0.07985380183781503,0.08025783239250839,0.08042613579253544,0.0813638761824085,0.08889374624443899,0.08219594086220097,0.0812995518749053,0.08601647129798573,0.07990077234497812,0.07857173750007908,0.07856644525615121,0.07852794144197199,0.08546868631622187,0.08502600271067615,0.08257596443274118,0.08052377996440288,1,0.005
0,0.09549784123124587,0.0820767321983175,0.0822929566051335,0.08205050435372284,0.08283493806063126,0.08233084519276906,0.08462768366086122,0.09208348769371,0.08167530571563565,0.08547672158465243,0.08711764202822209,0.07983276071189312,0.07948984211916019,0.07948461100449244,0.07944655218108247,0.08805407714958649,0.08562218766662463,0.08436217082583214,0.08070291436811235,2,0.005
0,0.09225864946579215,0.07965983698136318,0.0798717423374626,0.07965798165463168,0.08006489954697102,0.0803665861118182,0.0817510032236261,0.09041166812058016,0.08140930918327226,0.08161470749635669,0.08715763506873955,0.08063729325817764,0.07869163472957126,0.0786863505496267,0.0786479054377465,0.08650407215144781,0.08407030500378164,0.08190129341595294,0.08005496842740599,3,0.005
0,0.09250282293654906,0.07988856270874792,0.0800726252514134,0.07988855199435703,0.08031985275364249,0.0801197355334279,0.08237234483384558,0.0903391093718704,0.08156215206402903,0.08305206994156189,0.08624508012128947,0.08041832682419214,0.07887830626817702,0.07887303459448484,0.0788346805223994,0.08649600772920954,0.08433917526361522,0.0830042904601971,0.07995040095684419,4,0.005
0,0.09979717911861162,0.08490909912688017,0.08512883487242713,0.08482091607299566,0.08595041414641294,0.08501132614358854,0.084237971461094,0.09979624593940427,0.08403119817356176,0.08383601394980113,0.0938668152922968,0.08151295015585117,0.07942676688196307,0.07942153161283265,0.07938344254726015,0.09192177220098201,0.08912674814975112,0.08399367250540077,0.08281860129854307,0,0.01
0,0.09360623463376734,0.08122242779533376,0.08142127425410461,0.08121634826212806,0.08169802156580062,0.08192498014222625,0.08470657196402889,0.10392217346344493,0.08283234392578652,0.08464125997854151,0.0941817616825305,0.08290581181848393,0.07903272415518998,0.07908391588608134,0.07904566413664171,0.09113887798442828,0.08803178659988145,0.0850629495910075,0.08243953543556144,1,0.01
0,0.10025777061819247,0.08582309642832925,0.08605628889784295,0.08573577764098646,0.08680582342362315,0.08611746154880155,0.08784857881545782,0.10244251690772857,0.08495790914934316,0.08719904372824151,0.09582133887638836,0.08174897281638598,0.08020725315611957,0.08020206883401651,0.08016435063157626,0.09305354769532984,0.09042462376349114,0.08669450018195007,0.08222323006740195,2,0.01
0,0.095772920672571,0.08197782332229928,0.08220185877971854,0.08195272732803173,0.0826997212468812,0.08207309054311801,0.08512570411563956,0.10022963932761696,0.08300746836948615,0.08486214389221962,0.0936128486202259,0.08342975661241087,0.07919922188926304,0.0791939715778366,0.07915577301244155,0.09121331296890535,0.08835234657053728,0.08542386274741111,0.08275679718856657,3,0.01
0,0.09740664932272003,0.08342051519788848,0.08361433057605655,0.08336631252789363,0.08424236568332123,0.08366418607812415,0.08508018863984954,0.09619899204710963,0.08388963333380899,0.0847674723284481,0.09133718834278687,0.0810347686346581,0.07919665460167406,0.07918999825025884,0.07915179776734055,0.08988863411460497,0.08806290989748293,0.08509275745795873,0.08130893197753293,4,0.01
0,0.11642799297410168,0.09746410832566137,0.09802854315961072,0.09718824397585457,0.09953756527974227,0.0961674011122484,0.09481318006467242,0.12154357698299756,0.10012183553617392,0.09470104633833451,0.12948053236918966,0.09318356200534045,0.0876201470117751,0.08575399172171863,0.08518501966334906,0.10118444034073105,0.10291183174786836,0.09520435841213024,0.10166604930879522,0,0.05
0,0.11812734349447337,0.09930287537512232,0.09982339082878089,0.09907464565907599,0.10129895220234347,0.09913137635485143,0.0942374894657101,0.11913278805490164,0.10022246187063297,0.09422197543692386,0.1304159266791131,0.09375164743390565,0.0866221319073815,0.08506482037335646,0.08502192721220739,0.10115373969361857,0.10479559430196565,0.095065039985555,0.10203585312715342,1,0.05
0,0.1254605435600693,0.10482561300218243,0.10523706643184857,0.10445195162027908,0.10729485367763875,0.10302533711210049,0.10132484349196626,0.12422644283834942,0.10214623435954943,0.10038907246460843,0.13013140243829457,0.09810382384303212,0.0929823396422191,0.08929931072865967,0.08924989545157297,0.10394953022571854,0.10650216015511751,0.09970916513583572,0.10433690104804128,2,0.05
0,0.12292230290886687,0.1022741268497483,0.10273354027579676,0.10193142991219477,0.1045745794391777,0.10071766394909318,0.0945398939428776,0.11819114632009554,0.09768728811941786,0.09407390599474062,0.12889284274664872,0.09417961904054516,0.08691926949398726,0.08393036902917365,0.08389432705671612,0.09897809899450617,0.10220298105680924,0.09539265656090877,0.10351896534385639,3,0.05
0,0.11804773902366207,0.09828951522801375,0.09875856083284831,0.09801205524082542,0.10048297030277449,0.09776167230277004,0.09439786772257079,0.11874476609416426,0.09777023639269765,0.09394868806630889,0.12806544297968425,0.09370836672959366,0.08759611029373131,0.08398920573422564,0.08395318902097798,0.10061727173628228,0.10304282422940605,0.09556325311192637,0.10199677993487878,4,0.05
0,0.14751048598448357,0.1206468002923296,0.12132701830469646,0.12006973665458229,0.12462546156895452,0.11698888955261462,0.10094248344857658,0.12849352886574472,0.1103956411514424,0.10158717945554804,0.14399586354164837,0.10200785294390687,0.10188605237490589,0.09223994162863734,0.09144458823975195,0.10848848113298287,0.1145109512334151,0.10318398369400086,0.11878483291257948,0,0.1
0,0.13868140385911898,0.1144855172896609,0.11509953762205766,0.11405601128788732,0.11764752123393114,0.11149869712493578,0.10005360522249247,0.1250480262908945,0.10910128385464338,0.10033161111134814,0.14385093833546433,0.10038223811078763,0.1002821009207774,0.09196563674441999,0.09054080545637361,0.10537147942169497,0.1119387579114513,0.1018631027641343,0.11517471834613208,1,0.1
0,0.1381666585681308,0.11531269510964944,0.11597952585487264,0.11485640364597065,0.118472421481809,0.11300599559637209,0.10086691166487208,0.12088907133563456,0.10825799558696575,0.10137877249129056,0.14357237738897538,0.1011817665568117,0.0994462078007328,0.09230389472127805,0.09130609942247886,0.10524707690843119,0.11417017867243691,0.10272028688596735,0.11436639801549983,2,0.1
0,0.1418479168085001,0.11693198576105786,0.11758114553462518,0.11648195351349602,0.12034756827366083,0.11462622881069451,0.10258372844446338,0.12526394806787464,0.11058781140514072,0.10204816142392568,0.14329263384565993,0.10326621668078519,0.1018354251865676,0.09239146503016726,0.09222417487038671,0.107804665149484,0.11366009009735162,0.10393761707862013,0.11911376788671034,3,0.1
0,0.14008790217345746,0.11738821733563064,0.11795577236940069,0.11694118604479208,0.1202756719811278,0.11500585650814116,0.10035676822147123,0.12658105012647855,0.10902022779572307,0.10090243577099672,0.14430667192513938,0.1012812630036724,0.097185170252988,0.09126583821419534,0.09074909958689885,0.10796014457284932,0.11359971161309289,0.10288493080634283,0.11300690574133504,4,0.1
