,Pers,LS,Lasso,Ridge,LAD,NN,FA-greedy-LAD,FA-fixed-LS,FA-lin-fixed-LS,FA-greedy-LS,FA-fixed-NN,FA-lin-fixed-NN,FA-greedy-NN,FA-lin-greedy-NN,v2FA-lin-fixed-NN,FA-lin-greedy-LS-1,FA-lin-greedy-LS-2,FA-lin-greedy-LS-5,FA-lin-greedy-LS-10,FA-lin-greedy-LS-20,iteration,percentage,threshold
0,0.2374650086555657,0.20602532196507872,0.20665087379651387,0.2063318690821505,0.21004796208350185,0.2081568137788146,,0.26165320158024913,0.267022536205626,0.25145709534655925,0.2678367277927015,0.27779031362704426,0.2515588759593987,0.3235854771179644,,0.3072567417359516,0.3939358407340503,0.3031160884492666,0.2553718830734608,0.25411074715858767,,,0.85
