,Pers,LS,Lasso,Ridge,LAD,NN,FA-greedy-LAD,FA-fixed-LS,FA-lin-fixed-LS,FA-greedy-LS,FA-fixed-NN,FA-lin-fixed-NN,FA-greedy-NN,FA-lin-greedy-NN,v2FA-lin-fixed-NN,FA-lin-greedy-LS-1,FA-lin-greedy-LS-2,FA-lin-greedy-LS-5,FA-lin-greedy-LS-10,FA-lin-greedy-LS-20,iteration,percentage,threshold
0,0.049455770791545665,0.04334303999265667,0.04338865777550868,0.043351738938474646,0.04340454950618444,0.04450571334172662,,0.1542706892643489,0.11242595431509317,0.07768821080615253,0.1436803957234113,0.12636455454206902,0.07666220489639493,0.09136684531631781,,0.09859582390017399,0.09120889018491561,0.07940522868698432,0.07462903193420344,0.07265451640592431,,,0.85
