,Pers,LS,Lasso,Ridge,LAD,NN,FA-greedy-LAD,FA-fixed-LS,FA-lin-fixed-LS,FA-greedy-LS,FA-fixed-NN,FA-lin-fixed-NN,FA-greedy-NN,FA-lin-greedy-NN,v2FA-lin-fixed-NN,FA-lin-greedy-LS-1,FA-lin-greedy-LS-2,FA-lin-greedy-LS-5,FA-lin-greedy-LS-10,FA-lin-greedy-LS-20,iteration,percentage,v3FA-lin-fixed-NN
0,0.2983342860822543,0.1872786884221687,0.1873355510963129,0.1874277876839324,0.1921239367412489,0.1571882370205769,,0.1894186044651104,0.1872786946970982,0.189418602058742,0.1575048591388161,0.1552943784036119,0.1571882367350459,0.1546822069673868,0.1554792915197868,0.1872786884221687,0.1872786884221687,0.1872786884221687,0.1872786884221687,0.1872786884221687,0,0.0,0.155299644423585
0,0.2983342860822543,0.1872786884221687,0.1873355510963129,0.1874277876839324,0.1921239367412489,0.1571882370205769,,0.1894186044651104,0.1872786946970982,0.189418602058742,0.1575048591388161,0.1552943784036119,0.1571882367350459,0.1546822069673868,0.1554792915197868,0.1872786884221687,0.1872786884221687,0.1872786884221687,0.1872786884221687,0.1872786884221687,1,0.0,0.155299644423585
0,0.2983342860822543,0.1872786884221687,0.1873355510963129,0.1874277876839324,0.1921239367412489,0.1571882370205769,,0.1894186044651104,0.1872786946970982,0.189418602058742,0.1575048591388161,0.1552943784036119,0.1571882367350459,0.1546822069673868,0.1554792915197868,0.1872786884221687,0.1872786884221687,0.1872786884221687,0.1872786884221687,0.1872786884221687,2,0.0,0.155299644423585
0,0.2983342860822543,0.1872786884221687,0.1873355510963129,0.1874277876839324,0.1921239367412489,0.1571882370205769,,0.1894186044651104,0.1872786946970982,0.189418602058742,0.1575048591388161,0.1552943784036119,0.1571882367350459,0.1546822069673868,0.1554792915197868,0.1872786884221687,0.1872786884221687,0.1872786884221687,0.1872786884221687,0.1872786884221687,3,0.0,0.155299644423585
0,0.2983342860822543,0.1872786884221687,0.1873355510963129,0.1874277876839324,0.1921239367412489,0.1571882370205769,,0.1894186044651104,0.1872786946970982,0.189418602058742,0.1575048591388161,0.1552943784036119,0.1571882367350459,0.1546822069673868,0.1554792915197868,0.1872786884221687,0.1872786884221687,0.1872786884221687,0.1872786884221687,0.1872786884221687,4,0.0,0.155299644423585
0,0.2986294751069355,0.1873308485195394,0.187383828269418,0.1874761815431155,0.1921847798732786,0.1572177287452847,,0.189456271645646,0.1877663106307637,0.1895924161677342,0.1580357582735903,0.1562409156114021,0.1576704724017378,0.1548339927606167,0.1551951789060426,0.1876149946562957,0.1873993731868943,0.1874157982884506,0.1874009867854185,0.1872507741368094,0,0.001,0.1558232283661526
0,0.2985821523259444,0.1874167620702132,0.1874628738902639,0.1875563665592739,0.1921618104635709,0.1576501495252196,,0.1900328420674285,0.1876603554344214,0.1897546598943227,0.1585875027353537,0.1555970104143287,0.15812039517888,0.1553315994862855,0.15549803094387,0.1877103446811802,0.1873517456285934,0.1872770370907582,0.1872871406165746,0.187284344490531,1,0.001,0.15658157013407226
0,0.2992059111857478,0.1875572118599806,0.1875860447570624,0.1876589724657129,0.1924892709139292,0.1581039396769488,,0.1902042418277644,0.1878196682323814,0.1898878575272189,0.1580733558889025,0.1558766436381057,0.157716310203942,0.1553889913490195,0.1559151284111864,0.1877942668770469,0.1875602161894539,0.1875487655837677,0.1875261152585144,0.1876001216087903,2,0.001,0.15673653505686722
0,0.2984181085327302,0.1873585531216957,0.1874034875949621,0.1874891034343069,0.1922438701336274,0.1573589464426265,,0.1897798125451929,0.1881355501401661,0.1895664683147829,0.1584620698861383,0.1562191033246712,0.15743710754618,0.1549035518660722,0.1557238625126862,0.1877982350223125,0.1874706218808683,0.187438478943197,0.1874527090842604,0.1874120122324083,3,0.001,0.1555229337175487
0,0.2990510068052134,0.1874007903508382,0.1874455145829338,0.1875301640463327,0.1922362055356813,0.1572595046975381,,0.1899129428433444,0.1874730050595347,0.1894518697360955,0.1573022389954595,0.155553781612242,0.1570779164488757,0.1546107585715021,0.1553955334413894,0.1878960397557912,0.1874962301426031,0.1875958235004916,0.1875296459762634,0.187432128676081,4,0.001,0.15539005869016687
