,Pers,LS,Lasso,Ridge,LAD,NN,FA-greedy-LAD,FA-fixed-LS,FA-lin-fixed-LS,FA-greedy-LS,FA-fixed-NN,FA-lin-fixed-NN,FA-greedy-NN,FA-lin-greedy-NN,v2FA-lin-fixed-NN,FA-lin-greedy-LS-1,FA-lin-greedy-LS-2,FA-lin-greedy-LS-5,FA-lin-greedy-LS-10,FA-lin-greedy-LS-20,iteration,percentage,threshold
0,0.06665875246030614,0.05838969577523256,0.05838812548631611,0.058745901311344884,0.05496176017754891,0.0584488302273236,,0.12116727802949008,0.11352796116824537,0.11753110989310064,0.12475583843457104,0.12456959481050456,0.11391052741190578,0.11043187676296085,,0.16206411699790368,0.1764954429167033,0.15008775649512707,0.09795070234244141,0.10229540808950527,,,0.85
