,Pers,LS,Lasso,Ridge,LAD,NN,FA-greedy-LAD,FA-fixed-LS,FA-lin-fixed-LS,FA-greedy-LS,FA-fixed-NN,FA-lin-fixed-NN,FA-greedy-NN,FA-lin-greedy-NN,v2FA-lin-fixed-NN,FA-lin-greedy-LS-1,FA-lin-greedy-LS-2,FA-lin-greedy-LS-5,FA-lin-greedy-LS-10,FA-lin-greedy-LS-20,iteration,percentage
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,,0.12196088057965937,0.12121731242001885,0.12196087991890676,0.11866625832045057,0.11857291045719134,0.11686427684018635,0.11789258671162794,,0.12121731478584526,0.12121731478584526,0.12121731478584526,0.12121731478584526,0.12121731478584526,0,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,,0.12196088057965937,0.12121731242001885,0.12196087991890676,0.11866625832045057,0.11857291045719134,0.11686427684018635,0.11789258671162794,,0.12121731478584526,0.12121731478584526,0.12121731478584526,0.12121731478584526,0.12121731478584526,1,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,,0.12196088057965937,0.12121731242001885,0.12196087991890676,0.11866625832045057,0.11857291045719134,0.11686427684018635,0.11789258671162794,,0.12121731478584526,0.12121731478584526,0.12121731478584526,0.12121731478584526,0.12121731478584526,2,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,,0.12196088057965937,0.12121731242001885,0.12196087991890676,0.11866625832045057,0.11857291045719134,0.11686427684018635,0.11789258671162794,,0.12121731478584526,0.12121731478584526,0.12121731478584526,0.12121731478584526,0.12121731478584526,3,0
0,0.1551314124940661,0.12121731478584526,0.12126240795368778,0.1214997653112018,0.12799473761503294,0.11686427702715697,,0.12196088057965937,0.12121731242001885,0.12196087991890676,0.11866625832045057,0.11857291045719134,0.11686427684018635,0.11789258671162794,,0.12121731478584526,0.12121731478584526,0.12121731478584526,0.12121731478584526,0.12121731478584526,4,0
0,0.15819497882419686,0.12193205741272956,0.12194645423258624,0.1221613108900001,0.1290066539044246,0.11775969434863356,,0.12718146414346346,0.1221992158540012,0.12453798930783057,0.11987779930367329,0.12027753500959988,0.11773700148103754,0.11938392973334708,,0.12243330443736046,0.12163383402232225,0.12149590263302798,0.12149590263302798,0.12128875565004237,0,0.001
0,0.15629708375515575,0.1215228471249575,0.12155338982572296,0.12178184746926426,0.1285130746025363,0.11734013594075288,,0.1261480650289884,0.12137689064454882,0.1245484249580494,0.12062759576708393,0.1197156002361366,0.11804065934884357,0.11904933638615599,,0.121960510788392,0.1210646762447797,0.12103673447873153,0.12103673447873153,0.12146055732921968,1,0.001
0,0.15616016045437242,0.12155231715619946,0.12157950051236897,0.12179784788953502,0.12844768398798506,0.11717124240712512,,0.12521670498839782,0.12191243674672242,0.12404687963268966,0.11969707747360311,0.11942181770565051,0.11767117117909945,0.11813176522213477,,0.12308369594544563,0.12207200612916037,0.12182410744783294,0.12182410744783294,0.12159063372790473,2,0.001
0,0.15556761959626356,0.1215682471404777,0.12159601321536695,0.1218032845390224,0.12835971166471122,0.11699729201148282,,0.1254526759725553,0.12156583115385507,0.12406789441743493,0.12030948013911576,0.12016260167503924,0.11733099673022779,0.11846570614452828,,0.12300381461388545,0.12173129604410544,0.121530665632079,0.121530665632079,0.12120631308330018,3,0.001
0,0.1590670928548317,0.12227064906801684,0.12230381546052563,0.1225472300137847,0.12942259529279412,0.11756452324083286,,0.1262645854981412,0.12168490119667258,0.12329589541880687,0.12007554312635133,0.11953568965271498,0.11780698965087341,0.11845526046746734,,0.12241665340894087,0.12112691804291341,0.12110452485381962,0.12110452485381962,0.12135717188138777,4,0.001
