,Pers,LS,Lasso,Ridge,LAD,NN,FA-greedy-LAD,FA-fixed-LS,FA-lin-fixed-LS,FA-greedy-LS,FA-fixed-NN,FA-lin-fixed-NN,FA-greedy-NN,FA-lin-greedy-NN,v2FA-lin-fixed-NN,FA-lin-greedy-LS-1,FA-lin-greedy-LS-2,FA-lin-greedy-LS-5,FA-lin-greedy-LS-10,FA-lin-greedy-LS-20,iteration,percentage,threshold
0,0.030230119214387764,0.025072837135851612,0.025141555714572324,0.02509997103744983,0.024224290464069948,0.026838641734926047,,0.08033482152801397,0.057824674902352734,0.03758786825360543,0.06376171241393598,0.06565097467779504,0.04021981018611951,0.04608783072944623,,0.052224487251946776,0.04434802226301882,0.03852550985166513,0.03611058451520531,0.03537218536546276,,,0.85
