,Pers,LS,Lasso,Ridge,LAD,NN,FA-greedy-LAD,FA-fixed-LS,FA-lin-fixed-LS,FA-greedy-LS,FA-fixed-NN,FA-lin-fixed-NN,FA-greedy-NN,FA-lin-greedy-NN,FA-lin-greedy-LS-1,FA-lin-greedy-LS-2,FA-lin-greedy-LS-5,FA-lin-greedy-LS-10,FA-lin-greedy-LS-25,iteration,percentage
0,0.09395587800902447,0.08558253842001404,0.08544986489324308,0.08487040317476839,0.091119930642504,0.08240992146675373,,0.13605421919467495,0.15409680177248836,0.10088066489888368,0.09021227123953444,0.14728831730861786,0.09703481627077158,0.0831583843054587,0.098868975032626,0.09576703526320486,0.11138390266059246,0.11038536123173874,0.09763607864551065,0,0
0,0.10257151259125592,0.09428260447434539,0.09415291236085796,0.09357203467735108,0.10000443138201479,0.08982269372001635,,0.13589462663470928,0.15333103273833967,0.10629152612100323,0.09017594927402736,0.14703606543403008,0.10173596714030442,0.08500712207776825,0.09959660078790987,0.09727419078707689,0.10792800136386294,0.10664175558489067,0.09765512973692164,1,0
0,0.09799450161330493,0.09006233149948914,0.08989646137501582,0.08933729312181289,0.0953137549707582,0.08578704894632935,,0.13873520984633242,0.1547324834288563,0.10139214264754991,0.09097454434169215,0.14688867505911377,0.09845673280963685,0.08640570655194477,0.09915204954397082,0.10155146538772453,0.10841595781685781,0.10758192026516773,0.10306473365151682,2,0
0,0.09161270645427089,0.08371134168617192,0.08358305403518636,0.08313437466573978,0.08869726013564794,0.08102587930656449,,0.13792586826894807,0.15720360271825404,0.10295613511025348,0.08671316871187604,0.1491584333747333,0.09931143160041447,0.08642137387519289,0.09732211625340641,0.09854457554759288,0.10966181888012594,0.10855386021676725,0.10131414793957533,3,0
0,0.09959373738491757,0.09130405307406485,0.09114281295172454,0.09064452406239705,0.09676263210494439,0.08694802559098663,,0.13686114084423878,0.15968327705459365,0.10153546247457748,0.08894832507402403,0.1506489744631345,0.09926179788974279,0.08329151745044007,0.09982526545453724,0.0986268841924156,0.10719371628343508,0.10579532273080999,0.09986423439806451,4,0
