,Pers,LS,Lasso,Ridge,LAD,NN,FDRR-R,LinAdj-FDR,FinAd-LAD,FinAd-LS-1,FinAd-LS-2,FinAd-LS-5,FinAd-LS-10,FinAd-LS-25,FinAd-NN,FDR-NN,FDR-Lin-NN,iteration,percentage
0,0.12348542796649441,0.10097397992223218,0.10124885535907643,0.10137140647320049,0.10163202678261071,0.1020091254990235,0.1009868360118573,0.1009868354461232,0.10160947761787076,0.1009972205493341,0.10099937840669819,0.10099969654190843,0.10099793953491892,0.1009871481108654,0.10197793233431372,0.10203390589145948,0.10203390589145948,0,0
0,0.12348542796649441,0.10097397992223218,0.10124885535907643,0.10137140647320049,0.10163202678261071,0.1020091254990235,0.1009868360118573,0.1009868354461232,0.10160947761787076,0.1009972205493341,0.10099937840669819,0.10099969654190843,0.10099793953491892,0.1009871481108654,0.10197793233431372,0.10203390589145948,0.10203390589145948,1,0
0,0.12348542796649441,0.10097397992223218,0.10124885535907643,0.10137140647320049,0.10163202678261071,0.1020091254990235,0.1009868360118573,0.1009868354461232,0.10160947761787076,0.1009972205493341,0.10099937840669819,0.10099969654190843,0.10099793953491892,0.1009871481108654,0.10197793233431372,0.10203390589145948,0.10203390589145948,2,0
0,0.12348542796649441,0.10097397992223218,0.10124885535907643,0.10137140647320049,0.10163202678261071,0.1020091254990235,0.1009868360118573,0.1009868354461232,0.10160947761787076,0.1009972205493341,0.10099937840669819,0.10099969654190843,0.10099793953491892,0.1009871481108654,0.10197793233431372,0.10203390589145948,0.10203390589145948,3,0
0,0.12348542796649441,0.10097397992223218,0.10124885535907643,0.10137140647320049,0.10163202678261071,0.1020091254990235,0.1009868360118573,0.1009868354461232,0.10160947761787076,0.1009972205493341,0.10099937840669819,0.10099969654190843,0.10099793953491892,0.1009871481108654,0.10197793233431372,0.10203390589145948,0.10203390589145948,4,0
0,0.12530666945582344,0.10158450917659781,0.10185264125373718,0.10183704234200971,0.10229245031604108,0.10228287519604039,0.10154673490327536,0.10194056055585138,0.10369575417125022,0.10121873850616511,0.10172885161582068,0.10117325843220337,0.10117150443939718,0.10116073153055827,0.10277012556627897,0.10242965597204606,0.10316811691332102,0,0.001
0,0.12347955466430156,0.1010647302386316,0.10134604502976007,0.10151020127274486,0.10172108127625368,0.10234361068986361,0.10151113328081358,0.10129489692178387,0.10319168928706611,0.10108891731457156,0.10115990907805132,0.10103829159742395,0.10103653526159545,0.10102574796028163,0.10260502079422584,0.10241388788883156,0.1025882975911285,1,0.001
0,0.12353526492132284,0.10109625574530072,0.1013745300953832,0.10148322450222558,0.1017229116064157,0.10209823915088323,0.10171031061421194,0.10216320328148555,0.10343871805341462,0.1010774271440352,0.10114574014046704,0.10111138568737672,0.10110963062123708,0.1010988511192374,0.10258925798587648,0.10267260803385347,0.1032227771604227,2,0.001
0,0.12431627185318081,0.10126338310860847,0.10154739026802495,0.10161890239948797,0.1019646575513045,0.10222447392493268,0.10222341624851745,0.10163980915669966,0.10339307264656683,0.10116852814670356,0.10153890037967352,0.10108844982453759,0.10108669436018572,0.1010759124120892,0.10245499734093674,0.10254528951906156,0.10368817705744235,3,0.001
0,0.12386717313638466,0.10116232595069408,0.10144610536187627,0.10155119020031156,0.10182628827189923,0.10222981247644902,0.1014799294205874,0.10140089332645733,0.10302513613547751,0.10126508001117047,0.1011880775197706,0.10112345463912008,0.10112169978244889,0.10111092156715046,0.10267257656548671,0.10269570283408888,0.10259975691598294,4,0.001
