,Pers,LS,Lasso,Ridge,LAD,NN,FA-greedy-LAD,FA-fixed-LS,FA-lin-fixed-LS,FA-greedy-LS,FA-fixed-NN,FA-lin-fixed-NN,FA-greedy-NN,FA-lin-greedy-NN,v2FA-lin-fixed-NN,FA-lin-greedy-LS-1,FA-lin-greedy-LS-2,FA-lin-greedy-LS-5,FA-lin-greedy-LS-10,FA-lin-greedy-LS-20,iteration,percentage,v3FA-lin-fixed-NN
0,0.0991212825229708,0.0796849557019099,0.0797106690232381,0.0800969091219222,0.0824668400354113,0.0828579231827959,,0.080167764042645,0.0796849558641305,0.0801677644135798,0.0819143377842042,0.0813911892509219,0.0828579232838226,0.0824659400511044,0.0821481697288118,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,0,0.0,0.08244516693161566
0,0.0991212825229708,0.0796849557019099,0.0797106690232381,0.0800969091219222,0.0824668400354113,0.0828579231827959,,0.080167764042645,0.0796849558641305,0.0801677644135798,0.0819143377842042,0.0813911892509219,0.0828579232838226,0.0824659400511044,0.0821481697288118,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,1,0.0,0.08244516693161566
0,0.0991212825229708,0.0796849557019099,0.0797106690232381,0.0800969091219222,0.0824668400354113,0.0828579231827959,,0.080167764042645,0.0796849558641305,0.0801677644135798,0.0819143377842042,0.0813911892509219,0.0828579232838226,0.0824659400511044,0.0821481697288118,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,2,0.0,0.08244516693161566
0,0.0991212825229708,0.0796849557019099,0.0797106690232381,0.0800969091219222,0.0824668400354113,0.0828579231827959,,0.080167764042645,0.0796849558641305,0.0801677644135798,0.0819143377842042,0.0813911892509219,0.0828579232838226,0.0824659400511044,0.0821481697288118,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,3,0.0,0.08244516693161566
0,0.0991212825229708,0.0796849557019099,0.0797106690232381,0.0800969091219222,0.0824668400354113,0.0828579231827959,,0.080167764042645,0.0796849558641305,0.0801677644135798,0.0819143377842042,0.0813911892509219,0.0828579232838226,0.0824659400511044,0.0821481697288118,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,4,0.0,0.08244516693161566
0,0.0995580427351587,0.0800927990717677,0.0800733546518092,0.0804301521209693,0.0828964102876909,0.0833286945681235,,0.0842835789041957,0.0802488288643485,0.0836522773681794,0.0840717097971032,0.0825259000036531,0.0842874601895367,0.0832426655941831,0.084546037273769,0.0803737874993079,0.0799973817212448,0.079858075791867,0.079858075791867,0.0797743336375517,0,0.001,0.08380388141407571
0,0.1024052002344752,0.0812287168002951,0.0811914382196397,0.0815463825230805,0.084429935983201,0.0844985544383323,,0.0855353477526699,0.080447146390127,0.085578843979712,0.0849409418589309,0.0828985825723618,0.0841888931945746,0.0835660274827595,0.0850323082199509,0.0808634795736802,0.0802273117444847,0.08007599678874,0.08007599678874,0.0800718562088401,1,0.001,0.08346857966101083
0,0.1000160813471909,0.0804500691350019,0.0804466420931926,0.0808118682623336,0.0832193474614604,0.083593158057344,,0.0848577354066492,0.0803915883202878,0.0865734964473649,0.08525069290727,0.0833253415421271,0.0843307878689459,0.0837931632025339,0.0855860333801563,0.0807871799447624,0.080402951931956,0.0803714902096054,0.0803714902096054,0.0803534543835256,2,0.001,0.0836094157785836
0,0.0994200647963689,0.0797551005000817,0.079762026832519,0.0801415923510539,0.0825011252146372,0.0829473107718976,,0.0832465628746114,0.0800984841153514,0.0845762397557167,0.0835570770035489,0.0820445986574276,0.0831106858707731,0.0827924913127903,0.0837954288825683,0.0804083804697478,0.0798052314004967,0.0797187109992642,0.0797187109992642,0.0798078714657855,3,0.001,0.08300649657916434
0,0.1005228791093242,0.080657808201192,0.080651035292947,0.0810127729074095,0.0835822603387327,0.0839816691654722,,0.084968257031225,0.0806502567607092,0.0845631867872216,0.084611577578858,0.0824970361583781,0.084049737217524,0.0832140399110779,0.085684370902033,0.0813193969779544,0.0803755651972199,0.0800449093013039,0.0800449093013039,0.0801003954271955,4,0.001,0.08373446605571605
0,0.1128704256157541,0.0860472849795265,0.0858413660139092,0.0860974053522576,0.0907741193000599,0.0894562024342647,,0.0978789091041388,0.0840344338694084,0.0988891193522813,0.0930742881804609,0.0873897161232284,0.0870971321094546,0.0853841009968071,0.0940848518399986,0.0848162130971287,0.0818681507525696,0.0812938475477615,0.0812938475477615,0.0811050867208561,0,0.005,0.08756352708726947
0,0.1117710304480396,0.0867868339818195,0.0865595639887694,0.0868039814688627,0.0910874296540093,0.089137829873356,,0.0989387055078955,0.0846291949695218,0.0984066055003033,0.0942437701867908,0.088697901900346,0.0885221571741077,0.0866894025516431,0.0962992973699364,0.0848526544133298,0.0827275179774893,0.0823780332562644,0.0823780332562644,0.0819535741574954,1,0.005,0.0872036758841614
0,0.1063704074087088,0.0844312780362362,0.0842503817157507,0.0844777228740477,0.0877058261821526,0.0870825552249546,,0.0981911885470653,0.0844155389110409,0.0990651116157861,0.0939445659904815,0.086762685202768,0.0874292025519656,0.0849731433096313,0.0961247081677638,0.0848181784582177,0.0823364531854948,0.0818017478181183,0.0818017478181183,0.0815742396124892,2,0.005,0.08699854703147714
0,0.1037288969377296,0.0823276918131077,0.0821445434972779,0.08242252021465,0.0852701834758908,0.0853569409761302,,0.0972478813048443,0.0839802332133571,0.0943382121314073,0.0923135505855073,0.0883243275636554,0.0865905804984866,0.0857296096052304,0.0932168307424588,0.0835444456393803,0.0822420486062622,0.0817706844976575,0.0817706844976575,0.0813885488472881,3,0.005,0.08912404582103303
0,0.1073550787428878,0.0847325143759452,0.0845937012862352,0.0848346679930498,0.0883714571101232,0.0870174180286247,,0.0999433146089338,0.0835789662226664,0.0995144815528075,0.0943557812634812,0.087497894378358,0.0881549350803714,0.0863168905879257,0.0955411423442004,0.0843704314583747,0.08179282743507,0.0813202670900619,0.0813202670900619,0.0813158626749709,4,0.005,0.0881271385590558
0,0.1266525487145307,0.0945594628510664,0.0940651350789322,0.0941771367215715,0.1012638809399998,0.0965262734256999,,0.1078875599141725,0.0888417664249479,0.1079331773156186,0.1019651687669732,0.0960143147554919,0.0915253465240021,0.0890454884254466,0.10475209017744,0.088936191895985,0.0849619872323376,0.0839547055844103,0.0839347138490888,0.0835234922150191,0,0.01,0.09139291684783726
0,0.1116485902920992,0.0877107491397912,0.0872649023059892,0.0873617694591938,0.0913944140961329,0.0892337429008413,,0.1064436818196707,0.0875859978080239,0.1069760697505213,0.098876704864505,0.0929757643803158,0.0901415603479535,0.0878485232524318,0.1006186216730553,0.0886958892023716,0.084516570189882,0.0830300908590218,0.0830164342163426,0.082938941153351,1,0.01,0.0908389800147674
0,0.1149708729129292,0.0889055265190695,0.0884655955364768,0.0886491599403551,0.0933242635333621,0.0903233743295627,,0.1096527228663243,0.0877553265089092,0.1081162316426403,0.1015775737505146,0.0937137569394268,0.0905696032757603,0.0894347574981757,0.1031435401001767,0.0893084245975785,0.0856186537974766,0.0837521553442047,0.0837521553442047,0.0833526512891227,2,0.01,0.09196841876952125
0,0.1164207471742524,0.0899299393490538,0.0895591501800692,0.0897251725973008,0.0948381996411413,0.0919037494428751,,0.1082337288130246,0.0881925035253233,0.1046720267757931,0.1017747366022593,0.0959504109415772,0.0898536841847535,0.0888540622201697,0.1052824304244049,0.088722032947041,0.085173699779338,0.0835655869478939,0.0835655869478939,0.0831908708403917,3,0.01,0.09085318163221748
0,0.1240962143583648,0.0926732378098426,0.0922384442891845,0.0923731733508873,0.0990541467742983,0.0948222442177727,,0.1054201559194312,0.0877740872992269,0.1062344620385394,0.099136489190791,0.0941785883261264,0.0890567533906622,0.0873609860734743,0.1014863670148905,0.0878848124274586,0.0845004356945853,0.0835054206602849,0.0835054206602849,0.0832567535407224,4,0.01,0.09170949528352682
