,Pers,LS,Lasso,Ridge,LAD,NN,FA-greedy-LAD,FA-fixed-LS,FA-lin-fixed-LS,FA-greedy-LS,FA-fixed-NN,FA-lin-fixed-NN,FA-greedy-NN,FA-lin-greedy-NN,v2FA-lin-fixed-NN,FA-lin-greedy-LS-1,FA-lin-greedy-LS-2,FA-lin-greedy-LS-5,FA-lin-greedy-LS-10,FA-lin-greedy-LS-20,iteration,percentage,v3FA-lin-fixed-NN,steps
0,0.0536901841655019,0.0440077480964414,0.0437501655211905,0.043919050952775,0.0461440565867474,0.0432523793542211,,0.0625988406032331,0.0394012103379389,0.0310334485061369,0.0522744073540313,0.0420567318408861,0.0323390887082653,0.0339484874847587,0.0581006801234234,0.0551884909264155,0.0341132149337664,0.0286038501989206,0.0281111496937638,0.0280797096756694,0,0.005,0.0468055550794684,1
0,0.0508876591918971,0.0415493854944593,0.0412567794888208,0.0414622805819535,0.0433736933546385,0.041480226235796,,0.0633029204927327,0.0388487113696374,0.0312836477155767,0.0570738491486333,0.0419216402701413,0.0321894927268446,0.0337129413337185,0.0597018211208839,0.0567741994040332,0.0328465838134021,0.0282866772705183,0.0279890084773354,0.0279903087017728,1,0.005,0.0457577543258624,1
0,0.0524548388437006,0.0435635136548065,0.0432736232050414,0.0434876116207047,0.0454072714298067,0.0437124210809453,,0.065313978409648,0.0401366600742357,0.0310687602849137,0.0563881614246433,0.042095308815309,0.0322273450626119,0.0338687354663407,0.0612029813729455,0.0564693426545194,0.0346587796027777,0.0287052050866879,0.0277923874961604,0.0277023144873431,2,0.005,0.0465535542083206,1
0,0.0491710052976465,0.0402691168501084,0.0399702950130206,0.0401924448607371,0.041877028046611,0.0406908352629266,,0.062070666349085,0.0397025101263784,0.0316995126346853,0.0540110477505216,0.0424398234135083,0.0326642519491584,0.0342642056794985,0.0571997462450693,0.0576381829254956,0.0353305037777853,0.0285976403793495,0.0284122730770258,0.0283117839216893,3,0.005,0.0467462660512163,1
0,0.0590817027205281,0.049475328448055,0.0491368816552778,0.049372634347296,0.0519283570927243,0.0483904911959799,,0.0597899749596891,0.0382433980618949,0.0320999337590593,0.0534758601353658,0.0415643218446669,0.033130661455629,0.0343762730415488,0.0558284265563238,0.0559432635329413,0.0332737111505676,0.0287029166869948,0.0285982904074968,0.0285158601321054,4,0.005,0.0481959528470363,1
0,0.0695543927554669,0.0595004197938777,0.0590054606431148,0.0593419529455816,0.0626119979597572,0.057124185660227,,0.0820742903823036,0.0468421049793109,0.0351455188289666,0.0669502881844354,0.0496211887035664,0.0357608189090833,0.0368557647455525,0.0731567937071544,0.0700432307126065,0.0392933422925032,0.0315905404806573,0.0303908314871741,0.0303163937821519,0,0.01,0.056902706199778,1
0,0.0703535995923149,0.060209621303537,0.0596890721109349,0.0600452525412986,0.0634487933704074,0.0583957792778131,,0.0806604257839883,0.047902511483847,0.0344768089357946,0.0688447016115449,0.0523970359497295,0.0360194335829894,0.0364487378740683,0.0736252327400682,0.0686966485091601,0.0378647430172682,0.0307964754409018,0.0298627806979418,0.0296502701133785,1,0.01,0.0549823785495404,1
0,0.0806016966590133,0.0690594261492171,0.0684579475635001,0.0688767497045325,0.0731705376013912,0.0656617123089292,,0.0793338494145825,0.0467841970889578,0.0341092212252784,0.0655044431806907,0.0500994409316003,0.0348764593392667,0.0359407297960898,0.0727748077175276,0.0690232902091008,0.0373974661633519,0.0310094034817698,0.0296169606691562,0.0295094405917378,2,0.01,0.0542945612609253,1
0,0.0604257252438399,0.0514413277016454,0.0509891775807731,0.0513165997977048,0.0537003202732275,0.050456241178692,,0.0795723231348114,0.047484878004246,0.0365020376259566,0.0693907883537655,0.0512143563101303,0.0370632389535601,0.0364780404622309,0.0716161761387815,0.0711528277869537,0.0389471022077747,0.031505155007476,0.0305117652875773,0.0301590818709536,3,0.01,0.0526449280663851,1
0,0.0728631529613242,0.0621929148200412,0.0616612366377066,0.0620293651619869,0.0655947374545402,0.0598051205235652,,0.0803058744410677,0.0470151413133784,0.0353779139704782,0.0657392217121194,0.0525581529260082,0.0362548723231077,0.0363438361255301,0.0724886243890967,0.0717331312856862,0.039339415660646,0.0311205959441404,0.0299931701067312,0.0295326265468257,4,0.01,0.0572516489003646,1
0,0.1054451842184303,0.093723130564624,0.0927941673567869,0.0934531874258645,0.0986297217526952,0.0906022020434654,,0.1125319040533113,0.0717673646458704,0.0502688366102771,0.0817721190495432,0.0810919155756249,0.0502114681439181,0.0511431429593895,0.0860300275194429,0.1117308574535163,0.0709114920230547,0.0526998314037621,0.0416630095464436,0.0412126351558668,0,0.05,0.0785790684185583,1
0,0.1138069213902075,0.1020770174022467,0.1011234146355827,0.1017951629675612,0.1071358271201572,0.0975670803601302,,0.1161361227663913,0.0746410874975434,0.0531910911952499,0.090324622050844,0.0843736332889752,0.0537633643519087,0.0551506337255449,0.0930998828787138,0.1147997309656857,0.0745946083015889,0.056268818732875,0.0445039130453532,0.0435942054938348,1,0.05,0.0793023146260258,1
0,0.1175892055620403,0.1049922796327234,0.1039518939949928,0.104687505030088,0.1103845617338196,0.1001743387996669,,0.1177975343288224,0.0733046363905989,0.0517139671899249,0.0870982855083227,0.0827365647137399,0.0516649119285684,0.0530597657984183,0.093163431086145,0.1154119848460629,0.0747463936776111,0.0551432893651034,0.0439458327750882,0.0431501793961937,2,0.05,0.0783552348225764,1
0,0.1198877936960376,0.1070728036089255,0.1060205212094613,0.1067723626138971,0.1126716777590465,0.1016157816912874,,0.11463865864862,0.0737679284128779,0.0499687381631738,0.0870937138125056,0.0832143458671318,0.0502953680376099,0.0520058603627917,0.09050490505095,0.1134329629267022,0.0727576410620662,0.0521024813849641,0.0427521924259123,0.0420728400530368,3,0.05,0.0762804933500095,1
0,0.0994453474091711,0.0892363429783429,0.0883191130045116,0.0889774382490822,0.0935005436932567,0.084927661769366,,0.1128303600744483,0.0714733511759228,0.0496972927080476,0.0845600359624927,0.0805482129038808,0.0504553292920569,0.0507644552159897,0.0885832616101069,0.1107488859085096,0.0700884349668094,0.0513915118943721,0.0416344407192791,0.0410819729240889,4,0.05,0.077267853626696,1
0,0.1316823764279445,0.1201080160970966,0.1189773493773211,0.1197761674233903,0.1257317198924841,0.1153344902397684,,0.1237044719066206,0.0857088779222809,0.0668171049663892,0.0966235478349127,0.0950704138253319,0.0638059222455152,0.0736160142743687,0.0988141583465277,0.1384680344652718,0.1014321495913567,0.0773845160678551,0.0566393805620379,0.0549551172464495,0,0.1,0.0973504530048731,1
0,0.1314178291372554,0.1192178224750096,0.1179957818272207,0.1188679887490399,0.124989804850856,0.11328402713963,,0.1260595902362574,0.0874367850746487,0.0666938193940415,0.0996933475691986,0.0969294134033247,0.0656908308877527,0.0733779931733179,0.1026722148146307,0.1375723552113757,0.0996057949780342,0.0758204014513466,0.0559032345464016,0.0544955183570872,1,0.1,0.0958769012326773,1
0,0.132262426814801,0.1206303355819499,0.1195067686951683,0.1203019597547889,0.1261170490541736,0.1162544617749304,,0.1255962313273716,0.0872109938506144,0.0668016710989983,0.1002516806028542,0.0973917502549468,0.0661796255140759,0.0725336022613797,0.1011320623658119,0.1390228099804804,0.1006042008268069,0.0765167762119017,0.0570692549106467,0.0554247340078531,2,0.1,0.0939538644389554,1
0,0.1370384469491169,0.124615125297222,0.1235389807685466,0.12428943929087,0.1304474988535228,0.1183563792114534,,0.1296202520440204,0.0896993472541727,0.0677229346196962,0.1033943694724298,0.0994126641235193,0.067001128936129,0.0753939736151977,0.1069771910722415,0.1394653084295661,0.10246840983524,0.0773899508174442,0.0578629619998159,0.056774652848882,3,0.1,0.0954669862270848,1
0,0.136831649286583,0.1240663516467962,0.1228478745593756,0.1237122997234913,0.1301610028894991,0.1179903082630193,,0.1268162909381776,0.0881354459750569,0.066142767274396,0.0987215684726507,0.0980812895434442,0.0635627604356691,0.0715914611865047,0.102949398184978,0.1402592107497596,0.1012011998976689,0.0754056117212962,0.0577893750183336,0.0568010239231453,4,0.1,0.0955559986637255,1
0,0.0991212825229708,0.0796849557019099,0.0797106690232381,0.0800969091219222,0.0824668400354113,0.0828579231827959,,0.080167764042645,0.0796849558641305,0.0801677644135798,0.0819143377842042,0.0813911892509219,0.0828579232838226,0.0824659400511044,0.0821481697288118,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,0,0.0,0.0824451669316156,4
0,0.0991212825229708,0.0796849557019099,0.0797106690232381,0.0800969091219222,0.0824668400354113,0.0828579231827959,,0.080167764042645,0.0796849558641305,0.0801677644135798,0.0819143377842042,0.0813911892509219,0.0828579232838226,0.0824659400511044,0.0821481697288118,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,1,0.0,0.0824451669316156,4
0,0.0991212825229708,0.0796849557019099,0.0797106690232381,0.0800969091219222,0.0824668400354113,0.0828579231827959,,0.080167764042645,0.0796849558641305,0.0801677644135798,0.0819143377842042,0.0813911892509219,0.0828579232838226,0.0824659400511044,0.0821481697288118,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,2,0.0,0.0824451669316156,4
0,0.0991212825229708,0.0796849557019099,0.0797106690232381,0.0800969091219222,0.0824668400354113,0.0828579231827959,,0.080167764042645,0.0796849558641305,0.0801677644135798,0.0819143377842042,0.0813911892509219,0.0828579232838226,0.0824659400511044,0.0821481697288118,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,3,0.0,0.0824451669316156,4
0,0.0991212825229708,0.0796849557019099,0.0797106690232381,0.0800969091219222,0.0824668400354113,0.0828579231827959,,0.080167764042645,0.0796849558641305,0.0801677644135798,0.0819143377842042,0.0813911892509219,0.0828579232838226,0.0824659400511044,0.0821481697288118,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,0.0796849557019099,4,0.0,0.0824451669316156,4
0,0.0995580427351587,0.0800927990717677,0.0800733546518092,0.0804301521209693,0.0828964102876909,0.0833286945681235,,0.0842835789041957,0.0802488288643485,0.0836522773681794,0.0840717097971032,0.0825259000036531,0.0842874601895367,0.0832426655941831,0.084546037273769,0.0803737874993079,0.0799973817212448,0.079858075791867,0.079858075791867,0.0797743336375517,0,0.001,0.0838038814140757,4
0,0.1024052002344752,0.0812287168002951,0.0811914382196397,0.0815463825230805,0.084429935983201,0.0844985544383323,,0.0855353477526699,0.080447146390127,0.085578843979712,0.0849409418589309,0.0828985825723618,0.0841888931945746,0.0835660274827595,0.0850323082199509,0.0808634795736802,0.0802273117444847,0.08007599678874,0.08007599678874,0.0800718562088401,1,0.001,0.0834685796610108,4
0,0.1000160813471909,0.0804500691350019,0.0804466420931926,0.0808118682623336,0.0832193474614604,0.083593158057344,,0.0848577354066492,0.0803915883202878,0.0865734964473649,0.08525069290727,0.0833253415421271,0.0843307878689459,0.0837931632025339,0.0855860333801563,0.0807871799447624,0.080402951931956,0.0803714902096054,0.0803714902096054,0.0803534543835256,2,0.001,0.0836094157785836,4
0,0.0994200647963689,0.0797551005000817,0.079762026832519,0.0801415923510539,0.0825011252146372,0.0829473107718976,,0.0832465628746114,0.0800984841153514,0.0845762397557167,0.0835570770035489,0.0820445986574276,0.0831106858707731,0.0827924913127903,0.0837954288825683,0.0804083804697478,0.0798052314004967,0.0797187109992642,0.0797187109992642,0.0798078714657855,3,0.001,0.0830064965791643,4
0,0.1005228791093242,0.080657808201192,0.080651035292947,0.0810127729074095,0.0835822603387327,0.0839816691654722,,0.084968257031225,0.0806502567607092,0.0845631867872216,0.084611577578858,0.0824970361583781,0.084049737217524,0.0832140399110779,0.085684370902033,0.0813193969779544,0.0803755651972199,0.0800449093013039,0.0800449093013039,0.0801003954271955,4,0.001,0.083734466055716,4
0,0.1128704256157541,0.0860472849795265,0.0858413660139092,0.0860974053522576,0.0907741193000599,0.0894562024342647,,0.0978789091041388,0.0840344338694084,0.0988891193522813,0.0930742881804609,0.0873897161232284,0.0870971321094546,0.0853841009968071,0.0940848518399986,0.0848162130971287,0.0818681507525696,0.0812938475477615,0.0812938475477615,0.0811050867208561,0,0.005,0.0875635270872694,4
0,0.1117710304480396,0.0867868339818195,0.0865595639887694,0.0868039814688627,0.0910874296540093,0.089137829873356,,0.0989387055078955,0.0846291949695218,0.0984066055003033,0.0942437701867908,0.088697901900346,0.0885221571741077,0.0866894025516431,0.0962992973699364,0.0848526544133298,0.0827275179774893,0.0823780332562644,0.0823780332562644,0.0819535741574954,1,0.005,0.0872036758841614,4
0,0.1063704074087088,0.0844312780362362,0.0842503817157507,0.0844777228740477,0.0877058261821526,0.0870825552249546,,0.0981911885470653,0.0844155389110409,0.0990651116157861,0.0939445659904815,0.086762685202768,0.0874292025519656,0.0849731433096313,0.0961247081677638,0.0848181784582177,0.0823364531854948,0.0818017478181183,0.0818017478181183,0.0815742396124892,2,0.005,0.0869985470314771,4
0,0.1037288969377296,0.0823276918131077,0.0821445434972779,0.08242252021465,0.0852701834758908,0.0853569409761302,,0.0972478813048443,0.0839802332133571,0.0943382121314073,0.0923135505855073,0.0883243275636554,0.0865905804984866,0.0857296096052304,0.0932168307424588,0.0835444456393803,0.0822420486062622,0.0817706844976575,0.0817706844976575,0.0813885488472881,3,0.005,0.089124045821033,4
0,0.1073550787428878,0.0847325143759452,0.0845937012862352,0.0848346679930498,0.0883714571101232,0.0870174180286247,,0.0999433146089338,0.0835789662226664,0.0995144815528075,0.0943557812634812,0.087497894378358,0.0881549350803714,0.0863168905879257,0.0955411423442004,0.0843704314583747,0.08179282743507,0.0813202670900619,0.0813202670900619,0.0813158626749709,4,0.005,0.0881271385590558,4
0,0.1266525487145307,0.0945594628510664,0.0940651350789322,0.0941771367215715,0.1012638809399998,0.0965262734256999,,0.1078875599141725,0.0888417664249479,0.1079331773156186,0.1019651687669732,0.0960143147554919,0.0915253465240021,0.0890454884254466,0.10475209017744,0.088936191895985,0.0849619872323376,0.0839547055844103,0.0839347138490888,0.0835234922150191,0,0.01,0.0913929168478372,4
0,0.1116485902920992,0.0877107491397912,0.0872649023059892,0.0873617694591938,0.0913944140961329,0.0892337429008413,,0.1064436818196707,0.0875859978080239,0.1069760697505213,0.098876704864505,0.0929757643803158,0.0901415603479535,0.0878485232524318,0.1006186216730553,0.0886958892023716,0.084516570189882,0.0830300908590218,0.0830164342163426,0.082938941153351,1,0.01,0.0908389800147674,4
0,0.1149708729129292,0.0889055265190695,0.0884655955364768,0.0886491599403551,0.0933242635333621,0.0903233743295627,,0.1096527228663243,0.0877553265089092,0.1081162316426403,0.1015775737505146,0.0937137569394268,0.0905696032757603,0.0894347574981757,0.1031435401001767,0.0893084245975785,0.0856186537974766,0.0837521553442047,0.0837521553442047,0.0833526512891227,2,0.01,0.0919684187695212,4
0,0.1164207471742524,0.0899299393490538,0.0895591501800692,0.0897251725973008,0.0948381996411413,0.0919037494428751,,0.1082337288130246,0.0881925035253233,0.1046720267757931,0.1017747366022593,0.0959504109415772,0.0898536841847535,0.0888540622201697,0.1052824304244049,0.088722032947041,0.085173699779338,0.0835655869478939,0.0835655869478939,0.0831908708403917,3,0.01,0.0908531816322174,4
0,0.1240962143583648,0.0926732378098426,0.0922384442891845,0.0923731733508873,0.0990541467742983,0.0948222442177727,,0.1054201559194312,0.0877740872992269,0.1062344620385394,0.099136489190791,0.0941785883261264,0.0890567533906622,0.0873609860734743,0.1014863670148905,0.0878848124274586,0.0845004356945853,0.0835054206602849,0.0835054206602849,0.0832567535407224,4,0.01,0.0917094952835268,4
0,0.1641284084713099,0.121074278247257,0.1198459324720836,0.1195992739895144,0.1311113645283551,0.1188129486600686,,0.133144379005329,0.106715188543961,0.1185959383055468,0.1262287834463752,0.1158743284828749,0.0981565801546897,0.0976243153559599,0.1278501457251982,0.1109891405097882,0.1031455813663846,0.0947579048104397,0.0941104137794378,0.0917074864724276,0,0.05,0.1081757240134094,4
0,0.1425305824835273,0.110996544263852,0.1099229791966813,0.1094738328038873,0.1173452774194318,0.1091594845630272,,0.1342958507167327,0.1067464248898272,0.1179771384183563,0.126615634194203,0.1145736982632747,0.0976056378211851,0.0978603074692414,0.1290895244813386,0.1117567400251996,0.1030927659286483,0.0948210898487236,0.0942744805835083,0.0908117071339128,1,0.05,0.1105136786798679,4
0,0.146279025155978,0.1113885961717457,0.1102889247137484,0.1099999365245843,0.1183479713441034,0.1093865487956158,,0.1355260671845846,0.1075876803527338,0.1188310456557092,0.127401461575091,0.1140802872341334,0.0983513701813482,0.0979682381743041,0.1277183972430963,0.1113433373016667,0.1038240777031211,0.0954274204652028,0.095460610675706,0.0918084540963294,2,0.05,0.1072887759584944,4
0,0.1437718496265301,0.1123366783516058,0.1112394258194336,0.1107332433085627,0.1186452700287041,0.1121085461819571,,0.1324541141878517,0.1062201636230006,0.1183000413953528,0.1263083723318578,0.114322430102377,0.0977383385719533,0.0970333948221612,0.1273311335945419,0.1106023250192023,0.1021102478669162,0.0950368220062187,0.0946458454967207,0.0908576735884476,3,0.05,0.1092730379304952,4
0,0.1467516561869127,0.1132381517043272,0.1122362545371625,0.1118792638522315,0.1206133150592438,0.1133576904453644,,0.1325936473519537,0.1058952421299326,0.1176124825036362,0.12596290083103,0.1140944654214893,0.0970290441311516,0.0963626390401115,0.127159741651525,0.1086517261590126,0.1018548359305643,0.0933670530945079,0.0931716334217597,0.0899682197783761,4,0.05,0.1069754097046696,4
0,0.1649434023606312,0.1291829784388102,0.1277523163905942,0.1270583776290778,0.137686032301075,0.1272110714388568,,0.1402654199815698,0.1138107581592205,0.1173428961383524,0.1353212184189085,0.126410735896771,0.1015598412152732,0.1078593612691751,0.133779542310458,0.127498805021779,0.1196105353395061,0.104650690121455,0.1023507625642018,0.0982483789454356,0,0.1,0.1194663300412359,4
0,0.1785218416948317,0.1353019496517468,0.1338094561440826,0.1330707939391765,0.1462324958655422,0.1300319912706386,,0.1430653283009892,0.1138909236365274,0.1176232980731101,0.1341494737713246,0.1237529505003301,0.1020688287443856,0.1066475760390852,0.1322978996781562,0.127740011625786,0.1201160764033681,0.1045900499721374,0.1021488711184735,0.0978386224135958,1,0.1,0.1195774063474401,4
0,0.1785443423681747,0.1336829740690198,0.1320470459449728,0.1314386560595564,0.1446096319460026,0.1328758648061064,,0.1429589224179464,0.1145407862506779,0.1183827155463902,0.133459922029452,0.1254140487409531,0.1031184441369372,0.107262240736087,0.1323030538451361,0.1299401185269316,0.1220728980956499,0.1057013601727899,0.103235288926705,0.0994824364317045,2,0.1,0.1161407218227403,4
0,0.169585511482032,0.1323371678215915,0.1308938331867707,0.1301766704814723,0.141697024465447,0.1297545682753654,,0.1445512060613729,0.1152549170621564,0.11894582629842,0.1375370985845466,0.1247669752038468,0.1023578231751662,0.1075505842944731,0.1335940875804771,0.1295253112567301,0.120619045430771,0.1047741458415096,0.1029975713258744,0.0985032780811198,3,0.1,0.1197342774999205,4
0,0.1735287747906271,0.1342856163610401,0.1328102118624701,0.1320536663041886,0.1444392242067755,0.1313420688455276,,0.1461159050612151,0.1176260965123952,0.1183265232838413,0.1381831896239567,0.1285171324158243,0.1048413389435465,0.1103474587259359,0.1350356180460052,0.1291150719359436,0.1202948939419588,0.1061890964076407,0.1041151335269486,0.0994710788330669,4,0.1,0.1183701979403039,4
0,0.1551314124940661,0.1212173147858452,0.1212624079536877,0.1214997653112018,0.1279947376150329,0.1168642766357158,,0.121960880918404,0.1212173129436769,0.1219608799189067,0.1186662582019815,0.1185729104389368,0.1168642764088063,0.1178925870908492,0.1179217099240421,0.1212173147858452,0.1212173147858452,0.1212173147858452,0.1212173147858452,0.1212173147858452,0,0.0,0.1179268252024787,8
0,0.1551314124940661,0.1212173147858452,0.1212624079536877,0.1214997653112018,0.1279947376150329,0.1168642766357158,,0.121960880918404,0.1212173129436769,0.1219608799189067,0.1186662582019815,0.1185729104389368,0.1168642764088063,0.1178925870908492,0.1179217099240421,0.1212173147858452,0.1212173147858452,0.1212173147858452,0.1212173147858452,0.1212173147858452,1,0.0,0.1179268252024787,8
0,0.1551314124940661,0.1212173147858452,0.1212624079536877,0.1214997653112018,0.1279947376150329,0.1168642766357158,,0.121960880918404,0.1212173129436769,0.1219608799189067,0.1186662582019815,0.1185729104389368,0.1168642764088063,0.1178925870908492,0.1179217099240421,0.1212173147858452,0.1212173147858452,0.1212173147858452,0.1212173147858452,0.1212173147858452,2,0.0,0.1179268252024787,8
0,0.1551314124940661,0.1212173147858452,0.1212624079536877,0.1214997653112018,0.1279947376150329,0.1168642766357158,,0.121960880918404,0.1212173129436769,0.1219608799189067,0.1186662582019815,0.1185729104389368,0.1168642764088063,0.1178925870908492,0.1179217099240421,0.1212173147858452,0.1212173147858452,0.1212173147858452,0.1212173147858452,0.1212173147858452,3,0.0,0.1179268252024787,8
0,0.1551314124940661,0.1212173147858452,0.1212624079536877,0.1214997653112018,0.1279947376150329,0.1168642766357158,,0.121960880918404,0.1212173129436769,0.1219608799189067,0.1186662582019815,0.1185729104389368,0.1168642764088063,0.1178925870908492,0.1179217099240421,0.1212173147858452,0.1212173147858452,0.1212173147858452,0.1212173147858452,0.1212173147858452,4,0.0,0.1179268252024787,8
0,0.1555008020546269,0.1213853042208185,0.1214086563488371,0.1216184844166771,0.1279819379367693,0.1174757045897244,,0.1265613230269834,0.1217484431697536,0.1244872213940594,0.1200916046014596,0.1199960511060737,0.1176808896012703,0.1186110900660857,0.119847339851375,0.1226953750889146,0.1217325298970961,0.1215865044908045,0.1215865044908045,0.1214247223877778,0,0.001,0.1183299708404781,8
0,0.1561236561888065,0.1214022081652668,0.1214092839772699,0.1216328413338139,0.1282050335343908,0.1172779769911782,,0.1265593553876269,0.1216929097185573,0.124434106237612,0.1195833590627883,0.1200249195137438,0.1186353903294902,0.1191037956081276,0.1198254790643928,0.122830658211061,0.1219056486298269,0.1216981779147304,0.1216981779147304,0.121369663182471,1,0.001,0.1182803575228992,8
0,0.1560928637204086,0.1215991347653259,0.1216246603249502,0.1218528315182259,0.1284023048858558,0.117355494518408,,0.1260475773985443,0.1218870060413553,0.1249938384783358,0.1195395398516315,0.1199217070792605,0.1183278219270763,0.1187165182890448,0.119495550302779,0.1222299626681587,0.1217843384322304,0.1215598798305398,0.1215598798305398,0.1214054037897081,2,0.001,0.1190487766866621,8
0,0.1555627563529649,0.1213976590112344,0.1214236960632502,0.1216375493309354,0.1281848291994643,0.1170503739291764,,0.1249913838599079,0.1217739193452323,0.1239689253013944,0.1195684875496175,0.1197605459616293,0.1177001811348881,0.1182732822875357,0.1191239162929459,0.1223687532929507,0.1215147626611749,0.1213580955521022,0.1213580955521022,0.1213527395018799,3,0.001,0.1189735038572146,8
0,0.1554396460471914,0.1216926482944481,0.1216832288562046,0.1218940722458985,0.1283192335277616,0.1171920601590711,,0.1262072857389998,0.1219409647559401,0.1243806471095235,0.1200087041103094,0.1195469301554377,0.1179950741092272,0.1184512212301033,0.119171896955037,0.1228978896135641,0.1219499262733264,0.1218943265897747,0.1218943265897747,0.1216774107931217,4,0.001,0.1186834105320883,8
0,0.1608169289335569,0.1243630943372373,0.124269101725804,0.1244206010985796,0.1312860605839095,0.1209034113968023,,0.1402501880191979,0.1244728684520907,0.1336610222390552,0.1261739875958875,0.1257604069157015,0.1238346677411666,0.1225511935722046,0.1271517011403992,0.1266806407050708,0.1235814645471398,0.1232882844781965,0.1232882844781965,0.1231442902887708,0,0.005,0.1227666011332428,8
