,Pers,LS,Lasso,Ridge,LAD,NN,FA-greedy-LAD,FA-fixed-LS,FA-lin-fixed-LS,FA-greedy-LS,FA-fixed-NN,FA-lin-fixed-NN,FA-greedy-NN,FA-lin-greedy-NN,v2FA-lin-fixed-NN,FA-lin-greedy-LS-1,FA-lin-greedy-LS-2,FA-lin-greedy-LS-5,FA-lin-greedy-LS-10,FA-lin-greedy-LS-20,iteration,percentage,threshold
0,0.10429441255130897,0.08683532723011123,0.08680514010451239,0.08714374983094167,0.0884789073901965,0.08670308403924537,,0.16421375091344886,0.1311379446936246,0.12115292416737106,0.16321127879772032,0.14903723859938917,0.10528499691827428,0.12419886801256809,,0.12307547631057544,0.11875220626026498,0.11712797010765191,0.1076304953099967,0.10392681164666344,,,0.85
