,Pers,LS,Lasso,Ridge,LAD,NN,FDRR-R,LinAdj-FDR,FinAd-LAD,FinAd-LS-1,FinAd-LS-2,FinAd-LS-5,FinAd-LS-10,FinAd-LS-25,FinAd-NN,FDR-NN,FDR-Lin-NN,iteration,percentage
0,0.16792173269565763,0.14213511262554415,0.14240376920990588,0.14230837852410533,0.143241136543118,0.14392685052823867,0.14223873021417124,0.14223873036345314,0.14323256775383397,0.1422347965631053,0.14223230277526386,0.14223167895299954,0.1422286579432936,0.14220111995471957,0.14394008280457413,0.14401023432556143,0.14401023432556143,0,0
0,0.16792173269565763,0.14213511262554415,0.14240376920990588,0.14230837852410533,0.143241136543118,0.14392685052823867,0.14223873021417124,0.14223873036345314,0.14323256775383397,0.1422347965631053,0.14223230277526386,0.14223167895299954,0.1422286579432936,0.14220111995471957,0.14394008280457413,0.14401023432556143,0.14401023432556143,1,0
0,0.16792173269565763,0.14213511262554415,0.14240376920990588,0.14230837852410533,0.143241136543118,0.14392685052823867,0.14223873021417124,0.14223873036345314,0.14323256775383397,0.1422347965631053,0.14223230277526386,0.14223167895299954,0.1422286579432936,0.14220111995471957,0.14394008280457413,0.14401023432556143,0.14401023432556143,2,0
0,0.16792173269565763,0.14213511262554415,0.14240376920990588,0.14230837852410533,0.143241136543118,0.14392685052823867,0.14223873021417124,0.14223873036345314,0.14323256775383397,0.1422347965631053,0.14223230277526386,0.14223167895299954,0.1422286579432936,0.14220111995471957,0.14394008280457413,0.14401023432556143,0.14401023432556143,3,0
0,0.16792173269565763,0.14213511262554415,0.14240376920990588,0.14230837852410533,0.143241136543118,0.14392685052823867,0.14223873021417124,0.14223873036345314,0.14323256775383397,0.1422347965631053,0.14223230277526386,0.14223167895299954,0.1422286579432936,0.14220111995471957,0.14394008280457413,0.14401023432556143,0.14401023432556143,4,0
0,0.1679636278196749,0.14219660028110737,0.1424665319592071,0.14236601817313457,0.14330810293568125,0.14401204067462278,0.1427201849075008,0.14261535249297602,0.1452787760949976,0.14245753472919365,0.14252788324959248,0.14243218910336092,0.14242917234659774,0.1424016731340014,0.14476460240737626,0.14445727457706514,0.14464700819782217,0,0.001
0,0.16766116296778444,0.14221460647169948,0.14249203603038865,0.14238991408739654,0.14330457728290333,0.14403731697982772,0.14222354458778308,0.14226370694451806,0.14544751409668327,0.14228742176471193,0.14241953384518513,0.14229777743165925,0.14229475782526674,0.14226723263133167,0.14453445382491034,0.14414587838150908,0.14502305046759276,1,0.001
0,0.1693029651006077,0.14250992482358474,0.14275597116599653,0.14261175475876509,0.14361552330848848,0.144149919817183,0.1430428563229043,0.14281379748287543,0.14605997471954993,0.14245438092664872,0.1423226688076131,0.14228575277195557,0.14228273291036878,0.14225520538971312,0.14492680843664602,0.1449381831673117,0.14574440708247854,2,0.001
0,0.1685774970359416,0.1422246837896616,0.14247354735223586,0.1423655272626998,0.14327882945541418,0.14393878308941344,0.14238048214914628,0.14259072289050664,0.14520997021603324,0.1422679773738502,0.1426596512999221,0.14233985174196973,0.14233683302816316,0.14230931597233307,0.1444141440230498,0.14405791855129488,0.1442143798245107,3,0.001
0,0.16855910925917902,0.14218922082134705,0.14245490679868722,0.1423489099325274,0.1432913710765392,0.1439627138859482,0.1424586714486176,0.14224254034992426,0.14589464457298135,0.14236198309268278,0.1423991397840059,0.14235251476513183,0.14234949631986185,0.1423219817123992,0.14449189989234032,0.14392102872680992,0.14480521231241758,4,0.001
0,0.1682930233573754,0.14255854839068136,0.14287408741684188,0.14277237763706346,0.14362376999546708,0.1443891530002911,0.14367982472777227,0.14293933532833472,0.15374830063671377,0.14283339753778146,0.1433723535093554,0.1427584890020266,0.1427554791407427,0.14272804279723436,0.14687563074594762,0.14516157796010448,0.14786123604541754,0,0.005
0,0.16936693456813373,0.1424947339260014,0.14278219840238435,0.1426510265556461,0.1435716631854173,0.14462871180571313,0.14340304163080483,0.1429206464647388,0.1513753420125847,0.14277690895905182,0.1423269060696454,0.14238993210874382,0.14238691445668017,0.14235940708123254,0.14609075254754136,0.1449963738961158,0.14674304827230508,1,0.005
0,0.1706978336691986,0.1431209225222069,0.14336696820158157,0.14319684514553568,0.14414988421030225,0.14481931713814647,0.14346348347876958,0.14316898318146498,0.15579249639563536,0.14296560520510757,0.14346251699833387,0.14298022531752172,0.14297722012408326,0.14294982633930228,0.14708621662603347,0.14540511255841068,0.14570751876724558,2,0.005
0,0.16975769112957625,0.14314314928951494,0.14344239263798694,0.1433004952275661,0.14422613876178375,0.14502665809286633,0.14382708835330585,0.14379000188854069,0.15249896677114483,0.14301404316583316,0.14308672684776672,0.1426521393699484,0.1426491272647136,0.14262167046213764,0.14675094006372394,0.1449136280857722,0.14803139956386843,3,0.005
0,0.16946250727664733,0.14270546895601824,0.1430015367679819,0.14290039847960134,0.14379634084749693,0.1446010521999418,0.14393734610825978,0.14357578717240319,0.15370313066709382,0.14302761205961637,0.14283477268171138,0.14288053742631798,0.14287753013610902,0.14285011723418664,0.1474567956122225,0.14579464720974544,0.14912745926645407,4,0.005
0,0.17149644126800112,0.14289154472624394,0.14318402273216624,0.14299296142892948,0.143767787466661,0.14448020443125278,0.14478954486287338,0.14456825943227544,0.1608234285424632,0.14335060899930946,0.14378082188390282,0.14327659660243022,0.1432735976254411,0.1432462605186011,0.14837807408328524,0.14538314868161492,0.1512602557832608,0,0.01
0,0.17013495593487457,0.14273646626657235,0.1430250342235599,0.1429195861170716,0.14373301945366276,0.1448776277019065,0.1455530850958686,0.14542505551236337,0.16211697232079353,0.14364684482517223,0.14444776508231658,0.1436521933631013,0.1436492022274789,0.14362193661351758,0.1493638899529116,0.1465994397106912,0.1517983208842669,1,0.01
0,0.17227292107230835,0.1432361958157327,0.14355576701159278,0.14342670629452237,0.14410937017844094,0.14536535013131235,0.1450124894193781,0.14462273042969412,0.1612838483435573,0.14303813243497726,0.14505614489358512,0.14309555644403196,0.14313655645646103,0.14310919317164705,0.14940604525175785,0.14586296061962187,0.15072911821538718,2,0.01
0,0.17222004649456982,0.1432064041911749,0.1434075977678678,0.1432218136506486,0.14412796182697218,0.14487478403973314,0.1455106361176964,0.14468746031286314,0.1596616819929923,0.14305247878550584,0.14410119694585954,0.143058056121167,0.1430550525627398,0.1430276736850403,0.1483288621288285,0.14646861380090123,0.15054570958089075,3,0.01
0,0.1758812329394358,0.1436348785951263,0.14387846356630699,0.14365022270359004,0.1445784339717142,0.14552038045600857,0.14618403494320298,0.14460987550807672,0.16036994525299603,0.14369663838038418,0.14493566341401096,0.14345485853886675,0.1434518632885873,0.1434245601596661,0.14924622446558217,0.14689526938536399,0.15012592425289184,4,0.01
0,0.1775500061044201,0.14743405655682335,0.1476882420656368,0.14741341017485834,0.14792438796219706,0.15036924994870535,0.15094361874660042,0.15074661469830875,0.17443072503762982,0.14719086186196553,0.15086509216739777,0.14759952219145858,0.14743334318163928,0.14740677751630404,0.1557109734128515,0.15071550554445182,0.16144978365019638,0,0.05
0,0.18106913216714232,0.14740763284694702,0.14779650418436382,0.1475413966614394,0.14814811808963305,0.15024344930965616,0.1498809494888388,0.15008243010951164,0.17362031523089522,0.14687058981014237,0.1503821459169301,0.14676105273069637,0.1467011650554619,0.1466744667781547,0.15575400693738842,0.1501744730283359,0.1593920499307103,1,0.05
0,0.1821345771748352,0.14757332268354753,0.14789661708941082,0.14764279297085744,0.1485070521482553,0.14995369051350757,0.1516647198260686,0.15089245147454883,0.1728374537073253,0.14864659268232233,0.15033069123422874,0.14791406276911465,0.1478665986190837,0.14784011080624682,0.15540603456523694,0.1507118413348136,0.15961411753549898,2,0.05
0,0.182139865359039,0.1484557254556005,0.1488349188813668,0.14861656270792062,0.14933042764999446,0.15135188868711372,0.15397661027483175,0.15104692470153935,0.17448166755783556,0.1483898300361483,0.15211022967380375,0.14919227081376835,0.14828198089641248,0.14825556729711759,0.15624347789582044,0.15286618400101268,0.16247136266542783,3,0.05
0,0.1790140091529644,0.147334884334445,0.14770549750198095,0.14745799836772433,0.1476560740455398,0.15032508450675694,0.1513736626692194,0.15002344824879213,0.17347104078062392,0.1478648104463078,0.15057028681653992,0.1477726591308026,0.14760805700966081,0.14758152279399142,0.15583198523132638,0.1503484025421149,0.159452126488754,4,0.05
0,0.18932984369025752,0.15390118719173104,0.1542461160318958,0.15385571319038396,0.15468575827184086,0.15626970717294178,0.15440673642158578,0.15507564857141753,0.17208698591422908,0.1548903220668332,0.1559603772282623,0.15248433083703067,0.15175107985523784,0.15167440590172065,0.1595956625940631,0.15287135720408188,0.1645337061954404,0,0.1
0,0.19302411730273747,0.15392038401347713,0.15409304127905163,0.15359665460095454,0.15455511281078102,0.15536921673863266,0.1534726848507037,0.15420293811585567,0.1722255836631964,0.15519220326066724,0.15603505356417052,0.15211723555483078,0.1515638426345145,0.15153800107618554,0.15958416314599147,0.15219594103027043,0.16519870442678722,1,0.1
0,0.19442013330956207,0.15358102285867195,0.15372717491790064,0.153316566391611,0.1539651703419225,0.15525572367205864,0.15445787755747237,0.15273648733485942,0.17370265693213655,0.15632755549674987,0.15536433553906356,0.1513710286854033,0.15106349661994944,0.15103756945565436,0.15915287096322353,0.15206931381899172,0.1624942050259808,2,0.1
0,0.1950076464338293,0.15219220563010957,0.15233668694161173,0.15202923120787845,0.15245199486836758,0.15527490046407522,0.15349079175820693,0.15301149930785504,0.17144107555199872,0.15666136740544306,0.1540534924556656,0.15173822421224392,0.1513242994182074,0.15129841694623714,0.15962892393154424,0.15236234922133435,0.1619214336430876,3,0.1
0,0.18580601515929687,0.15103080352169732,0.15147322254381052,0.15132915205223874,0.1515596451912052,0.15398636826464465,0.1526204752739921,0.1530811744403081,0.17261401658491624,0.15513802874016785,0.1542741145613426,0.15273164015579033,0.1518329636904357,0.1518071679435701,0.15913598363437886,0.15109150522168344,0.16157132156424348,4,0.1
