,Pers,LS,Lasso,Ridge,LAD,NN,FA-greedy-LAD,FA-fixed-LS,FA-lin-fixed-LS,FA-greedy-LS,FA-fixed-NN,FA-lin-fixed-NN,FA-greedy-NN,FA-lin-greedy-NN,v2FA-lin-fixed-NN,FA-lin-greedy-LS-1,FA-lin-greedy-LS-2,FA-lin-greedy-LS-5,FA-lin-greedy-LS-10,FA-lin-greedy-LS-20,iteration,percentage,threshold
0,0.1604294779195701,0.131259031400755,0.13204163923134024,0.1315327074071104,0.12345258335833571,0.10647879534941854,,0.15029246042678482,0.14383085665577466,0.1397865262683317,0.1186499803892779,0.11418605551592559,0.11406648604163765,0.11122990218123155,,0.1404206484421599,0.14021741806490595,0.1401428096148124,0.13804425268487355,0.1356777274238835,,,0.85
