,Pers,LS,Lasso,Ridge,LAD,NN,FDRR-R,LinAdj-FDR,FinAd-LAD,FinAd-LS-1,FinAd-LS-2,FinAd-LS-5,FinAd-LS-10,FinAd-LS-25,FinAd-NN,FDR-NN,FDR-Lin-NN,iteration,percentage
0,0.08017133761977362,0.06835535736215405,0.06867348343417132,0.06886176611089434,0.06687905112968144,0.06881591495470914,0.06830442070733865,0.0683044211736601,0.06686003942439711,0.06836909655133545,0.06837064748920185,0.06837079065266653,0.0683699940345872,0.06836473434374467,0.06879054143429371,0.06883210516397062,0.06883210516397062,0,0
0,0.08017133761977362,0.06835535736215405,0.06867348343417132,0.06886176611089434,0.06687905112968144,0.06881591495470914,0.06830442070733865,0.0683044211736601,0.06686003942439711,0.06836909655133545,0.06837064748920185,0.06837079065266653,0.0683699940345872,0.06836473434374467,0.06879054143429371,0.06883210516397062,0.06883210516397062,1,0
0,0.08017133761977362,0.06835535736215405,0.06867348343417132,0.06886176611089434,0.06687905112968144,0.06881591495470914,0.06830442070733865,0.0683044211736601,0.06686003942439711,0.06836909655133545,0.06837064748920185,0.06837079065266653,0.0683699940345872,0.06836473434374467,0.06879054143429371,0.06883210516397062,0.06883210516397062,2,0
0,0.08017133761977362,0.06835535736215405,0.06867348343417132,0.06886176611089434,0.06687905112968144,0.06881591495470914,0.06830442070733865,0.0683044211736601,0.06686003942439711,0.06836909655133545,0.06837064748920185,0.06837079065266653,0.0683699940345872,0.06836473434374467,0.06879054143429371,0.06883210516397062,0.06883210516397062,3,0
0,0.08017133761977362,0.06835535736215405,0.06867348343417132,0.06886176611089434,0.06687905112968144,0.06881591495470914,0.06830442070733865,0.0683044211736601,0.06686003942439711,0.06836909655133545,0.06837064748920185,0.06837079065266653,0.0683699940345872,0.06836473434374467,0.06879054143429371,0.06883210516397062,0.06883210516397062,4,0
0,0.08094524513479995,0.06869907291767109,0.06901485872591771,0.06912918103231877,0.0672399595857428,0.0689829766312457,0.06859272264442219,0.06881071497847964,0.0679081877870174,0.06843997388437242,0.06865962016462768,0.06841788874442274,0.0684170921263434,0.06841183243550088,0.0692757637232442,0.06909501212209106,0.06941852951213683,0,0.001
0,0.08017127661250469,0.06843448052753853,0.06876516119984662,0.06900253891413796,0.06696193804977886,0.0690640729859122,0.06866292719366007,0.0685488008954082,0.06776003861511416,0.06843444415523886,0.06848078155468194,0.06839583037983211,0.0683950337617528,0.06838977407091025,0.06939581644829904,0.06930876495154242,0.0693453446485551,1,0.001
0,0.08021709592054628,0.06853555970598818,0.06885810708128907,0.06903002774430939,0.06705185395355841,0.06889791103297034,0.06873437960202272,0.06912189112080165,0.06773869560830242,0.06844823673301906,0.06846593950398368,0.06842514592512107,0.06842434930704173,0.0684190896161992,0.06919170013190942,0.06931128055828122,0.06953546360598928,2,0.001
0,0.08056877596349117,0.06856808696651163,0.0689030616609249,0.06905844423716741,0.06713505115738433,0.06900839312749109,0.06899306869514968,0.06872044264229307,0.06787011146225251,0.06848731856071841,0.06866005727155643,0.06842334772258095,0.06842255110450161,0.06841729141365908,0.06918131602598146,0.06923663009549201,0.06974217616737904,3,0.001
0,0.08052530896637765,0.06849911880479437,0.06882706311946894,0.06900004541381073,0.06703784777221768,0.06896518519792304,0.0686883719475353,0.06858537634109804,0.06770209331060634,0.06860359340986584,0.06853752863447923,0.06846937442524435,0.06846857780716503,0.06846331811632249,0.0693674053242619,0.06939497989792458,0.06930590322489281,4,0.001
0,0.0808365963027689,0.06901150461295132,0.06934025216111392,0.06952275862996778,0.06747889131026719,0.06943713524152272,0.07023961046037505,0.07041997657027244,0.07146875835810806,0.06897402093741123,0.06918080617321158,0.0686945391837362,0.06869374256565688,0.06868848287481434,0.07083479937492165,0.07049448482774329,0.07159371576176585,0,0.005
0,0.08207069641794978,0.06931815739685455,0.06963794051543522,0.06971292538108972,0.0677692960292377,0.06984658388138795,0.07060633802227238,0.07007500993900098,0.07095849483615348,0.06901206329717764,0.06938482165174645,0.06860424619380528,0.06860344957572596,0.06859818988488342,0.07103880375161083,0.07067941913794511,0.07172175798531566,1,0.005
0,0.08145267286872096,0.06904325075793483,0.06935990781561474,0.06947585847016399,0.06748016510379914,0.06928413311174308,0.07106725207150633,0.07030396578010016,0.07103680406873811,0.06899597577247325,0.06960095940644076,0.06872121926954756,0.06872042265146823,0.0687151629606257,0.07083507096786482,0.07030711686362566,0.07123897951630385,2,0.005
0,0.08257582141753662,0.06971704523540377,0.07000702411144985,0.07006544459887681,0.06815644004679383,0.07005232814206766,0.07049492815922169,0.06933875015054682,0.0714513910685383,0.06903578699298177,0.06914843744417806,0.06857862583944978,0.06857782922137046,0.06857256953052791,0.0713423520738372,0.07084082349600232,0.07132874742134526,3,0.005
0,0.08145128195861588,0.06888280291215375,0.06921444280252038,0.06932216100614477,0.06745021071643897,0.069248794482275,0.06977871443643706,0.07010781854929161,0.0705551336134909,0.06877323987149658,0.0688482315545002,0.068473840825946,0.06847304420786667,0.06846778451702412,0.07043285863045239,0.07017064987516573,0.07095278991955885,4,0.005
0,0.08165681886125344,0.0694310110172721,0.06978163437569244,0.0699315415001645,0.06790886310941908,0.06980557225696668,0.07280303844335911,0.07077757774836708,0.07407635948288652,0.06938663869450588,0.06956604829257494,0.06890014312464426,0.06889934650656493,0.0688940868157224,0.07256156491225563,0.07296009696960071,0.07346528921127828,0,0.01
0,0.08212587090794533,0.06967762172150155,0.07001457692314916,0.07020893585229913,0.06816384443454576,0.07000395301908337,0.07179206018466265,0.07141679319914093,0.07422895899541532,0.0695382011392278,0.0697478187453844,0.06884407828720172,0.0688432816691224,0.06883802197827986,0.07272105831482664,0.07224843752507948,0.07393861070120969,1,0.01
0,0.08348840698281638,0.07005287504548009,0.07037346705210797,0.07046325775256289,0.06854151245154551,0.07029387702114748,0.07224882439104545,0.07231106683566373,0.07392503848292747,0.06949727934993685,0.07011731041023166,0.06875714146570057,0.06875634484762123,0.06875108515677869,0.07229048046315592,0.07235139567921596,0.07381315114038361,2,0.01
0,0.08401145827610346,0.0701210002809948,0.07045237404106433,0.07044607791521398,0.06858145443628512,0.07040977780443992,0.0724438952673525,0.07231626435191894,0.07325353678745967,0.06960937775735565,0.0703078264501041,0.06879059718085001,0.06878980056277068,0.06878454087192815,0.07223684003159356,0.07180410298126844,0.0732991073111792,3,0.01
0,0.0817987481576628,0.06960060366875802,0.06993277687600123,0.07005848670195734,0.06820412934658973,0.07005588226357906,0.07186963346643548,0.0707433310755116,0.0734908774212026,0.06925955868220253,0.0694322908479154,0.06885405234785211,0.06885325572977279,0.06884799603893024,0.07175847010626991,0.07204145232588209,0.07290101840895813,4,0.01
0,0.09144913660046348,0.07551421717272917,0.07589005013735427,0.07558090096432285,0.07390636469837274,0.0751079037494044,0.07852333758916985,0.07769216928507791,0.07995222841179404,0.07474690186851045,0.07538148557650928,0.0706918126770031,0.07064695317250924,0.07064169348166671,0.07619220976571822,0.07764604243353464,0.08066131703647303,0,0.05
0,0.09072494101801483,0.07492769531321491,0.07539208387260873,0.07515234433271863,0.07338199674549183,0.07414319226795103,0.07809690004137491,0.07674551769739414,0.0804756904704097,0.07452836523975838,0.07468321276156548,0.07085628407433024,0.07081030352028102,0.07080504382943849,0.07604269909223825,0.0773712971873039,0.08006035364200445,1,0.05
0,0.08963271586067054,0.07478831689309143,0.07520309739033032,0.07516441904314478,0.07297402398893865,0.07556320277165098,0.07820101038242448,0.07725298285952435,0.0807251687190036,0.07450556286659997,0.07422145572436246,0.07069004673909444,0.07054305308183782,0.0705377933909953,0.0759878700464436,0.0767729774992954,0.0802330570636815,2,0.05
0,0.09365929809550651,0.07575709422689547,0.07612792281843964,0.07596413591583587,0.07450505601977886,0.07521929768281245,0.0787518610261498,0.07763502114411233,0.08039674456593822,0.07547635374522184,0.07512669469958355,0.07147796489583137,0.07141131226738544,0.07140605257654291,0.07665453793310219,0.07738466527822596,0.08097704037500672,3,0.05
0,0.09208704158172197,0.07471223446711565,0.0751467813555961,0.0748923757662517,0.07295802247408331,0.0744857053033946,0.07917087255714313,0.07689738516078563,0.08028560851876894,0.07394719376157916,0.07540860096924278,0.07043513346028935,0.07035096000447483,0.0703457003136323,0.07611882129122248,0.07713986361379059,0.07921797577890739,4,0.05
0,0.09906227554884176,0.08034335698690961,0.08080350542622293,0.08055482985447282,0.07878721896401716,0.07960825581162972,0.08065518377617213,0.08081441926951502,0.08175544811425765,0.08382145070482144,0.07791390935429496,0.07355610873760413,0.07300935075146622,0.07300409106062368,0.07918813544106335,0.07937189837995402,0.08491737662017339,0,0.1
0,0.098265666301976,0.08067028627068196,0.08114145089453535,0.08086992432086558,0.07896422377226034,0.0808131441411356,0.08133321878351923,0.08071353859638415,0.08296235448854784,0.0842396859635351,0.0793052398634251,0.07459881860118643,0.07379481771636047,0.0737591342600091,0.08000575687890912,0.08045813456094514,0.08513027442798769,1,0.1
0,0.10149680349521212,0.08165543851906037,0.08209017689029156,0.08168775345564398,0.08017757408692179,0.08163491129450799,0.08027116043210465,0.08089068284157044,0.08146310643903332,0.08313366918758758,0.07768060894379648,0.07348212069539875,0.07292768382208903,0.07291436868746384,0.07851312186787496,0.0792609515087746,0.0842335834685572,2,0.1
0,0.100639324148845,0.08167387093681638,0.08208203301455771,0.08171012102183088,0.07991603496061908,0.08101214654020189,0.07994446716167103,0.0801774343945485,0.0819632825919356,0.08382803367254044,0.07795089389509809,0.07364020872544019,0.07274052880942401,0.07273526911858148,0.07896719183827894,0.07920249065686571,0.08422545803137113,3,0.1
0,0.10055758054543407,0.08163596809292281,0.08210074526607243,0.0818142119353471,0.08017431558923499,0.08135083339011538,0.08120734034545547,0.08066746746316367,0.08225805079947411,0.08378982163290973,0.07806378643054121,0.07370495218197907,0.0730275355044606,0.07302227581361806,0.0789714879359893,0.07915913546989552,0.08459483311602736,4,0.1
