,Pers,LS,Lasso,Ridge,LAD,NN,FA-greedy-LAD,FA-fixed-LS,FA-lin-fixed-LS,FA-greedy-LS,FA-fixed-NN,FA-lin-fixed-NN,FA-greedy-NN,FA-lin-greedy-NN,v2FA-lin-fixed-NN,FA-lin-greedy-LS-1,FA-lin-greedy-LS-2,FA-lin-greedy-LS-5,FA-lin-greedy-LS-10,FA-lin-greedy-LS-20,iteration,percentage
0,0.1555210317013672,0.1281431666535325,0.12906335873713923,0.12847925191520432,0.12049030910755379,0.10152174246875711,,0.12835566858512482,0.12814316526704056,0.12835566733747839,0.10683935616174162,0.10210442660857084,0.10152174249435113,0.09943675081767825,,0.1281431666535325,0.1281431666535325,0.1281431666535325,0.1281431666535325,0.1281431666535325,0,0
0,0.1555210317013672,0.1281431666535325,0.12906335873713923,0.12847925191520432,0.12049030910755379,0.10152174246875711,,0.12835566858512482,0.12814316526704056,0.12835566733747839,0.10683935616174162,0.10210442660857084,0.10152174249435113,0.09943675081767825,,0.1281431666535325,0.1281431666535325,0.1281431666535325,0.1281431666535325,0.1281431666535325,1,0
0,0.1555210317013672,0.1281431666535325,0.12906335873713923,0.12847925191520432,0.12049030910755379,0.10152174246875711,,0.12835566858512482,0.12814316526704056,0.12835566733747839,0.10683935616174162,0.10210442660857084,0.10152174249435113,0.09943675081767825,,0.1281431666535325,0.1281431666535325,0.1281431666535325,0.1281431666535325,0.1281431666535325,2,0
0,0.1555210317013672,0.1281431666535325,0.12906335873713923,0.12847925191520432,0.12049030910755379,0.10152174246875711,,0.12835566858512482,0.12814316526704056,0.12835566733747839,0.10683935616174162,0.10210442660857084,0.10152174249435113,0.09943675081767825,,0.1281431666535325,0.1281431666535325,0.1281431666535325,0.1281431666535325,0.1281431666535325,3,0
0,0.1555210317013672,0.1281431666535325,0.12906335873713923,0.12847925191520432,0.12049030910755379,0.10152174246875711,,0.12835566858512482,0.12814316526704056,0.12835566733747839,0.10683935616174162,0.10210442660857084,0.10152174249435113,0.09943675081767825,,0.1281431666535325,0.1281431666535325,0.1281431666535325,0.1281431666535325,0.1281431666535325,4,0
0,0.1556500935052995,0.128181144858994,0.12905973322223377,0.12847882325352433,0.12060043652925771,0.10158363186211666,,0.12910178520726043,0.1287690452012535,0.12932759297082025,0.10746118062654743,0.10303222555771603,0.10225737471624703,0.0996198988271469,,0.1294104779671702,0.12867607513361232,0.12868470941327206,0.12816398489615366,0.12971081142045598,0,0.001
0,0.15565779095407314,0.1283454351102691,0.12921795099555614,0.1286440697927704,0.12078602246595328,0.10151287397777292,,0.12952594310350043,0.1286541766857193,0.1298261044659783,0.10685503121128712,0.1029617853723135,0.10171305391076288,0.0995599353834486,,0.1294107274046967,0.1287703945087349,0.1287017149728089,0.12816633695025748,0.1285402618289011,1,0.001
0,0.15569230465379555,0.128111147708737,0.12898509638765387,0.1284093755180191,0.1206396395978967,0.10166129984000478,,0.1298427855572821,0.12886254855977128,0.12976619508298565,0.10711362398753965,0.1031182576724098,0.10252634590696061,0.09997568843585326,,0.12957470093167123,0.1289974743067999,0.12883230413906155,0.12825872438116853,0.1292534474793345,2,0.001
0,0.15583700319724686,0.12861267310931412,0.12948473096701618,0.1289098238360217,0.12099772009079042,0.10195258122879626,,0.13038278222059876,0.12894106139376013,0.13045165015601615,0.10745086879204267,0.10331129028147858,0.102266119901349,0.09993079664513178,,0.12915654715712852,0.12867981293822775,0.1287979210094767,0.12844682305535454,0.1298942290780737,3,0.001
0,0.1557282150586486,0.12849179141458358,0.129343221891881,0.12878998832984587,0.12077968633690046,0.10180367823066322,,0.12998635559758615,0.129019838379636,0.13046790459208665,0.10704233496676299,0.10338248822280856,0.10225344127017981,0.1000344217502918,,0.12965592299997092,0.12892511930612313,0.12899710966757022,0.12835259587639983,0.12946377815455892,4,0.001
0,0.15688969324731386,0.12978431146936248,0.13047313371691066,0.12993537312251857,0.12270791249680206,0.10346365235609103,,0.13439998179092813,0.13154873747317583,0.13567660138480803,0.10797194928548934,0.10666239974891603,0.10436225158762008,0.10077455197084823,,0.13312860229032594,0.1305868534431119,0.13021225807285147,0.12850280843032713,0.13368491656895598,0,0.005
0,0.15605058590069007,0.12907738543474914,0.12984532900056078,0.12927926162067496,0.12160295554698643,0.10278789346881387,,0.13365858470516864,0.13054919859417635,0.13469494433353946,0.1086487050530668,0.10654582599464213,0.10435474680735853,0.10133556432872567,,0.13280353906180875,0.1308594716825493,0.13036266766969495,0.12910682801582007,0.1314349562748118,1,0.005
0,0.1576476422119914,0.1293621104510904,0.1301338520759156,0.12956808432299205,0.12195686414998767,0.1031360454969168,,0.133052902523833,0.13047865585523344,0.13448737931296292,0.10810715239926431,0.10655351527154536,0.10437293900217909,0.10107312173270629,,0.13245274094529896,0.13049938405438555,0.13031343015146507,0.1289128131139412,0.13287984523636612,2,0.005
0,0.15769620066626291,0.12977534506555863,0.1304977000275319,0.12994913114263393,0.12224813688696705,0.10324724210420277,,0.13377106006201042,0.13182364015736123,0.1350020186199559,0.10892057262042246,0.10706210186456992,0.10394631896235801,0.10163903572385102,,0.13362488132936184,0.13124792232525984,0.13089556141584643,0.12906388523706402,0.13243088782714194,3,0.005
0,0.15903760797191713,0.12924251258343142,0.12991747677156446,0.1294157634169944,0.12174438340515233,0.10377029607237372,,0.13320363583131167,0.1310815456812286,0.1348420654575314,0.1084037273732558,0.10668640498327296,0.10440108648084896,0.10130906180685698,,0.13340596586142736,0.13120060854856136,0.1307995474381472,0.1285454292423207,0.13189064433501654,4,0.005
0,0.15929774290285953,0.1313366117688799,0.13189030014427278,0.13140721253213306,0.12403788336134428,0.10583011375794571,,0.13868595255723112,0.13314628002739085,0.13890052215934454,0.1118350902406412,0.11164084946604137,0.10669608995629919,0.10373071374668881,,0.1363656569705426,0.13295557849928338,0.13260483341300833,0.13003077579314493,0.1345732283172416,0,0.01
