,Pers,LS,Lasso,Ridge,LAD,NN,FA-greedy-LAD,FA-fixed-LS,FA-lin-fixed-LS,FA-greedy-LS,FA-lin-greedy-LS-1,FA-lin-greedy-LS-2,FA-lin-greedy-LS-5,FA-lin-greedy-LS-10,FA-lin-greedy-LS-25,FA-fixed-NN,FA-lin-fixed-NN,FA-greedy-NN,FA-lin-greedy-NN,iteration,percentage
0,0.05334109338373196,0.04611719894430236,0.04608666200137065,0.04613144293074642,0.04557114653881034,0.04717344095153021,0.04555773738793241,0.04610436421985745,0.04611787587332034,0.04611033226908296,0.04611121018571375,0.04611567980111626,0.04611572967995903,0.04611560568000672,0.04611290914517528,0.04675397862519867,0.04703899716193522,0.04716618872468979,0.047164084173572214,0,0
0,0.05334109338373196,0.04611719894430236,0.04608666200137065,0.04613144293074642,0.04557114653881034,0.04717344095153021,0.04555773738793241,0.04610436421985745,0.04611787587332034,0.04611033226908296,0.04611121018571375,0.04611567980111626,0.04611572967995903,0.04611560568000672,0.04611290914517528,0.04675397862519867,0.04703899716193522,0.04716618872468979,0.047164084173572214,1,0
0,0.05334109338373196,0.04611719894430236,0.04608666200137065,0.04613144293074642,0.04557114653881034,0.04717344095153021,0.04555773738793241,0.04610436421985745,0.04611787587332034,0.04611033226908296,0.04611121018571375,0.04611567980111626,0.04611572967995903,0.04611560568000672,0.04611290914517528,0.04675397862519867,0.04703899716193522,0.04716618872468979,0.047164084173572214,2,0
0,0.05334109338373196,0.04611719894430236,0.04608666200137065,0.04613144293074642,0.04557114653881034,0.04717344095153021,0.04555773738793241,0.04610436421985745,0.04611787587332034,0.04611033226908296,0.04611121018571375,0.04611567980111626,0.04611572967995903,0.04611560568000672,0.04611290914517528,0.04675397862519867,0.04703899716193522,0.04716618872468979,0.047164084173572214,3,0
0,0.05334109338373196,0.04611719894430236,0.04608666200137065,0.04613144293074642,0.04557114653881034,0.04717344095153021,0.04555773738793241,0.04610436421985745,0.04611787587332034,0.04611033226908296,0.04611121018571375,0.04611567980111626,0.04611572967995903,0.04611560568000672,0.04611290914517528,0.04675397862519867,0.04703899716193522,0.04716618872468979,0.047164084173572214,4,0
0,0.05398318935537989,0.04644782568556321,0.046419183848946284,0.04644921415312829,0.04592978170150138,0.04746801745739061,0.04616085294049622,0.04723014595421325,0.047282094813585064,0.0467824520432045,0.04732659752225042,0.04635052075748849,0.04618366937923622,0.046183545379283916,0.04618084884445248,0.04780106337335912,0.047285895091435964,0.04767791809667289,0.04748895103831488,0,0.001
0,0.053513918864001954,0.046234833170773613,0.04620403960438549,0.046249334282308305,0.045711058713313366,0.04728456529598034,0.046242657729998846,0.047369914846216034,0.04729970850199706,0.04687018064729877,0.04724125975686484,0.04628655124276019,0.046089037486417905,0.04608891348646559,0.04608621695163416,0.047891540474256276,0.047318252082841024,0.04782258392311006,0.04723502428043896,1,0.001
0,0.05339694910803102,0.04630109398050192,0.046272685591737764,0.04632682306416059,0.04577575291730936,0.04749525259440326,0.04604657782227936,0.04671468659107184,0.046735608085199026,0.046638369616129945,0.04699129427026947,0.04621248546513048,0.046172627015631074,0.04617250301567876,0.04616980648084733,0.047481691652615766,0.047282837803497436,0.04762351386737518,0.04737713263670927,2,0.001
0,0.0540838108472552,0.04650426520522754,0.046473090822354554,0.04650676757424626,0.045981438924202825,0.047461293908473354,0.04586547559743385,0.04699989490728343,0.04719756709886831,0.04650018417870174,0.046554961814140775,0.04619746454832943,0.046161638501126985,0.04616151450117467,0.04615881796634324,0.04751982741379361,0.04736099867838394,0.04748077565656889,0.04728862977246478,3,0.001
0,0.05367836534548876,0.04630562457369934,0.04627706923907328,0.0463144512654001,0.04575129165940276,0.04732857491051008,0.04599301201751201,0.04746147103329884,0.04733387170965272,0.04672688653576399,0.046972932308962,0.046235803831303206,0.04618956862427326,0.046189444624320945,0.04618674808948951,0.04774428913442759,0.047413521906012265,0.0476690617365966,0.04726439027896048,4,0.001
0,0.0542427570583364,0.046633305437552675,0.04660531968675253,0.04665661642938045,0.04612182997272257,0.04787252259590646,0.0479582359426642,0.050467638658031375,0.05029178355936496,0.04879158663412831,0.05071531165371983,0.04693569655048617,0.04625310545492381,0.046252981454971503,0.046250284920140064,0.050825663331346034,0.04851816149328604,0.04944865412774457,0.04764883859283578,0,0.005
0,0.05620796331207647,0.04785865807064931,0.04783508771474558,0.04781175799889465,0.04738696042600804,0.04850987218985276,0.048278916906348425,0.0508508659342908,0.050570794264318805,0.04938541640476428,0.05051751725213603,0.04733432038062987,0.046504644006669225,0.04650452000671692,0.04650182347188548,0.05041947245842068,0.04859544078740379,0.0498911397193816,0.04803060299418681,1,0.005
0,0.05588872689518595,0.04750707131468473,0.0474767589990208,0.04745244924055059,0.047036420149784756,0.048157065291044444,0.047800724142517896,0.050256465041279466,0.04944543712542326,0.0486947649712932,0.050275426470320565,0.04709739101274483,0.046307196408404264,0.04630696008155809,0.04630426354672665,0.050165311999056335,0.048197150153991,0.049262875118441,0.04783319162663547,2,0.005
0,0.056011609365664385,0.0476211584812668,0.04759304065043126,0.04757242573810607,0.04710772372633854,0.0483086821091483,0.04831996789378393,0.0510165995458642,0.050147573485986384,0.04929871746762642,0.05106641000647556,0.04759767615395443,0.046491175728795,0.04649105172884269,0.046488355194011254,0.050386209508322725,0.0488514138050407,0.04996158238397138,0.047837537888725475,3,0.005
0,0.05582305078275902,0.04786885641941056,0.047839165728359834,0.047845970524310756,0.04737213527626087,0.04872071672234995,0.04839762389563971,0.05000372994726017,0.05045867497074812,0.04944044430278406,0.05020486778476683,0.04714157784243707,0.046500057094113846,0.04649993309416154,0.0464972365593301,0.05062013971523664,0.048286553422003574,0.04999827640407382,0.04790071057929766,4,0.005
0,0.056086385336552316,0.0481464398229576,0.0481137254629914,0.04813284277584392,0.047631082206789396,0.04915882457107346,0.050039694171607335,0.052786568446532844,0.05181822441084213,0.051207049701245774,0.055325053047499795,0.04780088230724809,0.04673386257518015,0.04673373857522784,0.0467310420403964,0.05295637023250235,0.05031400681059355,0.05147207827700168,0.048417702103066125,0,0.01
0,0.05700110290648003,0.04848579980681487,0.04845854241175892,0.048430059314310686,0.04795141979618508,0.04910624660527526,0.0501124311937462,0.05370330719066494,0.05189974391828502,0.05138725513989261,0.05541160072963202,0.047950378727764975,0.04648014932018869,0.04648002532023638,0.04647732878540494,0.053819551133540776,0.050368703111456636,0.05167389877816698,0.048419378953407234,1,0.01
0,0.057829890856029735,0.048727722286654014,0.04869959892234051,0.048661210098035666,0.0483523648735177,0.04960786925583666,0.04993309636975771,0.05450063857022954,0.05308053312692,0.051259845541220726,0.054908172321291644,0.04839019329376203,0.0464571031155606,0.046429543776908264,0.046426847242076824,0.053564440955995794,0.04973215693732797,0.05142418026841395,0.04836600043058476,2,0.01
0,0.05844126748435326,0.04940580255819823,0.0493840294536164,0.04932857318160265,0.04894134845949577,0.04976701593463028,0.049947742283978365,0.053273746891072,0.051392175208984175,0.051287004917256636,0.0555310020928882,0.04801883386087792,0.04662678278222256,0.046617595285422184,0.04661489875059075,0.05284768785227236,0.050389221322410256,0.05141295007161342,0.04834749578239812,3,0.01
0,0.05670225854996742,0.04849956478328905,0.04847477716275992,0.048462652653593556,0.04801851773179546,0.04936908049105579,0.05016023424534273,0.05317851022790355,0.052568290322011046,0.051163187330877616,0.05518143422530715,0.04864938439092932,0.04687387077096658,0.04687374677101427,0.046871050236182835,0.05352936147182463,0.050076093590696605,0.05146549955815735,0.048513750182337514,4,0.01
