,Pers,LS,Lasso,Ridge,LAD,NN,FA-greedy-LAD,FA-fixed-LS,FA-lin-fixed-LS,FA-greedy-LS,FA-fixed-NN,FA-lin-fixed-NN,FA-greedy-NN,FA-lin-greedy-NN,v2FA-lin-fixed-NN,FA-lin-greedy-LS-1,FA-lin-greedy-LS-2,FA-lin-greedy-LS-5,FA-lin-greedy-LS-10,FA-lin-greedy-LS-20,iteration,percentage
0,0.056746714337601735,0.048154805411575595,0.048101318272256686,0.048470337166300295,0.04529459838383251,0.05157316522344496,,0.04801786738313575,0.04824092755026616,0.04801468414138043,0.05184000224837221,0.05285222121912364,0.05157186907334157,0.0516757432517998,,0.048237351288744644,0.04824664826437092,0.048241290536776824,0.04824232573028767,0.04823988016587822,0,0
0,0.056746714337601735,0.048154805411575595,0.048101318272256686,0.048470337166300295,0.04529459838383251,0.05157316522344496,,0.04801786738313575,0.04824092755026616,0.04801468414138043,0.05184000224837221,0.05285222121912364,0.05157186907334157,0.0516757432517998,,0.048237351288744644,0.04824664826437092,0.048241290536776824,0.04824232573028767,0.04823988016587822,1,0
0,0.056746714337601735,0.048154805411575595,0.048101318272256686,0.048470337166300295,0.04529459838383251,0.05157316522344496,,0.04801786738313575,0.04824092755026616,0.04801468414138043,0.05184000224837221,0.05285222121912364,0.05157186907334157,0.0516757432517998,,0.048237351288744644,0.04824664826437092,0.048241290536776824,0.04824232573028767,0.04823988016587822,2,0
0,0.056746714337601735,0.048154805411575595,0.048101318272256686,0.048470337166300295,0.04529459838383251,0.05157316522344496,,0.04801786738313575,0.04824092755026616,0.04801468414138043,0.05184000224837221,0.05285222121912364,0.05157186907334157,0.0516757432517998,,0.048237351288744644,0.04824664826437092,0.048241290536776824,0.04824232573028767,0.04823988016587822,3,0
0,0.056746714337601735,0.048154805411575595,0.048101318272256686,0.048470337166300295,0.04529459838383251,0.05157316522344496,,0.04801786738313575,0.04824092755026616,0.04801468414138043,0.05184000224837221,0.05285222121912364,0.05157186907334157,0.0516757432517998,,0.048237351288744644,0.04824664826437092,0.048241290536776824,0.04824232573028767,0.04823988016587822,4,0
0,0.058417890266419005,0.049186642974434314,0.04909650560490758,0.049463805315968175,0.04654431092383689,0.05241688384833828,,0.05186393337861665,0.04951812106425921,0.05226891662539308,0.05540019630556817,0.053716566746907043,0.05289011948305516,0.05290573312545244,,0.05002521025069893,0.052142946155700635,0.049050146999885226,0.049051182193396076,0.04904873662898662,0,0.001
0,0.05704941874527729,0.04856418850678921,0.04847405157331252,0.04882460152531944,0.04562259343208532,0.05174519288821315,,0.052024257625250155,0.04934645616163246,0.0523119711943999,0.05536951409082627,0.05381378046608494,0.05283947372466875,0.052689305408320244,,0.05082298275864853,0.05102627493698812,0.049193653864520626,0.049194689058031475,0.04919224349362202,1,0.001
0,0.05730068057403219,0.04867443635775599,0.04860232478160534,0.0489655553612388,0.04581024515972804,0.05230310851808566,,0.051875162377801265,0.04915188702583387,0.052038518318961384,0.05496934375224032,0.05361874768257266,0.052575193175872934,0.05277446893501229,,0.04977985491493178,0.0499926100812363,0.04896237643777438,0.04896341163128523,0.04896096606687578,2,0.001
0,0.05740518260879316,0.048686710801214075,0.04859132421487182,0.048947373275701186,0.045894585777486376,0.051844164177256596,,0.05157944031943496,0.04930093137376505,0.05197560429774813,0.054827411184799967,0.053821871544317966,0.05290103924188011,0.052535480980461575,,0.05010740606072707,0.05209296327443251,0.04897615632979022,0.04897719152330107,0.04897474595889162,3,0.001
0,0.057487690444960354,0.04874301067148896,0.04864193902998092,0.04898617632956113,0.045939643795211864,0.05206266551358134,,0.05173485918478496,0.04923384320077676,0.05156612361676305,0.05490232227242544,0.05363817717614726,0.05254664757268257,0.05298678413103141,,0.04971191263895488,0.05120601764827896,0.0490788798499808,0.049079915043491656,0.049077469479082196,4,0.001
0,0.060248990632570915,0.05191504562106173,0.051704849485844605,0.0519955528039501,0.049138515641243254,0.055447772524527525,,0.06314423502616982,0.05267690429405233,0.06395439656928985,0.06581918055258183,0.05710328078150224,0.05624268721478612,0.057034547299801924,,0.05853755586787402,0.06046213039927165,0.05158220800795648,0.05158327029287218,0.05158082472846272,0,0.005
0,0.05899903246395014,0.051708670110679096,0.05149906577889563,0.05177295922013798,0.04838140830687501,0.055597752680200126,,0.06508220016045246,0.05325139120493514,0.0635954024013669,0.06637795900485864,0.05748046210565132,0.056165176498471976,0.05834511738215266,,0.060301559917918676,0.0635729070290173,0.051614312029489795,0.051615347223000645,0.05161290165859119,1,0.005
0,0.05977001541083121,0.050814817224950556,0.050639657410793674,0.05096851779086532,0.04804692473112299,0.054333859487797634,,0.06435030984458301,0.052931039827960914,0.06374430665575673,0.06625348497957341,0.05669606446977125,0.055651239062661964,0.05675364426050594,,0.05967505355269931,0.05835275934011282,0.05141156052034589,0.05141259571385674,0.05141015014944729,2,0.005
0,0.06121936703232426,0.05210174909609378,0.051880294358565636,0.0521924265880762,0.04941874650842626,0.055035803472361984,,0.06306800814907484,0.052344166213348156,0.06571183390823766,0.06446754040167632,0.05668030762887489,0.0557382689847633,0.05713195983392889,,0.05796196159438398,0.05931053020470176,0.05150519870822339,0.05150623390173424,0.05150378833732479,3,0.005
0,0.05993688785091821,0.0509539442517624,0.05074735763832739,0.051060719376926356,0.048248789575992795,0.05419243835451916,,0.0644597022406812,0.05247242690168365,0.0652006753141075,0.06637123678563765,0.05713916202786934,0.056496471107651706,0.058347499089627976,,0.058752874193417334,0.058796531993498,0.0517783842303249,0.05177941942383575,0.0517769738594263,4,0.005
0,0.06246728561998256,0.05356105445751951,0.053258410705739646,0.05351468524571477,0.05086981678158036,0.056346248379982006,,0.0727030705636961,0.056216383925919516,0.07149434915340223,0.07216365980510418,0.06158718283600018,0.057965081124375095,0.06350732180395886,,0.06585551233980727,0.06804863485431714,0.05418849390761029,0.05418952910112114,0.054187083536711686,0,0.01
0,0.06423857699983941,0.054618008696512343,0.05428954246174177,0.054526385639791355,0.05223037703557908,0.0572138403570164,,0.07411665121068996,0.05647179085158501,0.07351304530985428,0.0739565218792504,0.06079718107654031,0.058030394409467924,0.062310662740894376,,0.06636654729301632,0.06848750966465757,0.054506420729122,0.05450745592263285,0.054505010358223395,1,0.01
0,0.063904284795204,0.054518244378603364,0.054221326274006665,0.05445891798116716,0.05193475268903602,0.05771711328590003,,0.07304341387440677,0.05529799187121246,0.07228668278397964,0.07319386202369371,0.06092866746140158,0.05797056131507919,0.06277204075430583,,0.06665978725923827,0.06604470436618194,0.05455438792677111,0.054555423120281964,0.0545529775558725,2,0.01
0,0.0631144107475786,0.05448557668111887,0.05418323450833747,0.05443751452759794,0.0516049524445149,0.057769693575655,,0.07563451216943327,0.0571754716507077,0.07230674963376545,0.07510323330083025,0.06139522739779349,0.05837334464665856,0.06298546222684635,,0.06665413845495242,0.07071865376066427,0.05545287572476461,0.055188540545498606,0.05518609498108915,3,0.01
0,0.061265092720384225,0.05286407526165483,0.05257906584653063,0.05285118087534346,0.04994994412652878,0.055893724939774285,,0.07270676080884088,0.05595594771385413,0.07363072184545315,0.07241028895817074,0.06005434200220526,0.05835348348238899,0.061604311725495235,,0.06609679956315606,0.06784822935361577,0.054355334327590946,0.0543563695211018,0.05435392395669234,4,0.01
0,0.08187918497281432,0.07157884901509422,0.07061340645648928,0.07051119341316964,0.0696163211364724,0.07265384364479495,,0.09687592761615137,0.0701268674123813,0.0850561359338804,0.09081785918251097,0.07964857276609595,0.06542470256111485,0.09469778327528526,,0.09988687837732028,0.1079817383722648,0.06892490346855365,0.0680081702225553,0.06788734709552594,0,0.05
0,0.07853170073456527,0.06961612455110738,0.06877492619462289,0.06870752026264453,0.06748725195043348,0.07190535346605045,,0.09998001267192408,0.07054458155027123,0.0853415358215612,0.09297095335370693,0.07977792269868719,0.06464483441163135,0.09265414725942865,,0.10223477854381352,0.10508438908558346,0.06779178612128542,0.06751634365713229,0.06721910199929067,1,0.05
0,0.08340440656761812,0.07096285296276157,0.07011284784502353,0.07004619125670954,0.07018032518792439,0.07268918049714979,,0.10302053707042114,0.07215886660015632,0.0843606427582017,0.0958364925262097,0.08074357849494279,0.065512113618482,0.09316782825030669,,0.10437804480680392,0.10926457614055098,0.06831342558815366,0.06730982444328555,0.06709186642271144,2,0.05
0,0.0825557697614075,0.07102258566642904,0.07023050594403937,0.07014429038222432,0.06974093462044323,0.07181480569315399,,0.10237440986704503,0.07249492333618925,0.08487914841332893,0.09543818842696343,0.0820801627046372,0.06659065786439682,0.09613873339124517,,0.10839116443654613,0.11228678121256712,0.06888682736652108,0.06758057806799306,0.0675672174756222,3,0.05
0,0.0824973881936548,0.07312233562796083,0.0722947720757028,0.07218751008324535,0.0712447398270657,0.07378311657604275,,0.0981137832473364,0.07062672338416716,0.08581190437764653,0.09175872095884217,0.07998170190825617,0.06586002970265212,0.09261169323746975,,0.10452857274682409,0.10815844389078119,0.068541624210598,0.06778536221077472,0.06741402559038022,4,0.05
0,0.094866708419866,0.08433045865294032,0.08309246562237584,0.08275006566157077,0.08311133432739624,0.08469743708890892,,0.10615874533320845,0.08109854618928213,0.08771408319428925,0.09634691836395667,0.09130823610500641,0.07352650796877494,0.11169114826478359,,0.1382481861419775,0.13992551956720192,0.08058914131868791,0.0753842371498912,0.07438000811564864,0,0.1
0,0.09309680606509436,0.08478606509588396,0.0836674363486935,0.08335740924906337,0.08301091837852645,0.08457195890182255,,0.10624883750763588,0.07894958381971465,0.08725608501358272,0.09621470735613731,0.0906705145081839,0.07181506846332335,0.10751751611205504,,0.13619448632839537,0.13486793173239228,0.07818063833330295,0.075033801222584,0.0736329420665151,1,0.1
0,0.09636204292647146,0.08639343009208968,0.08515147279121339,0.0847525361562577,0.08536368443586657,0.0863281715563673,,0.10551424096955958,0.0798394448711736,0.08661895250814124,0.09606930250764018,0.09116547289695226,0.0718621350147214,0.10969937000261545,,0.14064403633112216,0.13556879361306867,0.08027583148228307,0.07639165260957129,0.07463314424118679,2,0.1
0,0.09222600073694982,0.08298102362526268,0.08188298136839377,0.08149533112722832,0.08179008224451041,0.08412514260620724,,0.10766389943765804,0.08065483147965055,0.08771250168078992,0.09781855703159524,0.09176673772988818,0.07413809016246568,0.10780282897911433,,0.1356270241890201,0.1327837124860956,0.0798316575613625,0.07674876497614086,0.07541221772716471,3,0.1
0,0.09557824784661732,0.08585250056750007,0.08477225008338167,0.08441871390931104,0.08466662933418115,0.08661331452952978,,0.10834111809894566,0.08071814126296065,0.08731762286617159,0.09870211027498349,0.09178866286522616,0.07414922422833335,0.11207632165340828,,0.13679552818759583,0.1394998318496132,0.08229585564429728,0.07650391937808741,0.07512029176819446,4,0.1
