,Pers,LS,Lasso,Ridge,LAD,NN,FA-greedy-LAD,FA-fixed-LS,FA-lin-fixed-LS,FA-greedy-LS,FA-lin-greedy-LS-1,FA-lin-greedy-LS-2,FA-lin-greedy-LS-5,FA-lin-greedy-LS-10,FA-lin-greedy-LS-25,FA-fixed-NN,FA-lin-fixed-NN,FA-greedy-NN,FA-lin-greedy-NN,iteration,percentage
0,0.08428120221734517,0.07049013363146199,0.0704480703486394,0.07042189758256748,0.0709673473743826,0.0709471350378619,0.07094596814173294,0.07047470025461759,0.0704909340186574,0.07047722767604672,0.07048651382733825,0.0704904191678576,0.07049055245166924,0.07049022177424524,0.07048358460669409,0.0714697528947082,0.07053985074721257,0.07093077644597397,0.07104292575761728,0,0
0,0.08428120221734517,0.07049013363146199,0.0704480703486394,0.07042189758256748,0.0709673473743826,0.0709471350378619,0.07094596814173294,0.07047470025461759,0.0704909340186574,0.07047722767604672,0.07048651382733825,0.0704904191678576,0.07049055245166924,0.07049022177424524,0.07048358460669409,0.0714697528947082,0.07053985074721257,0.07093077644597397,0.07104292575761728,1,0
0,0.08428120221734517,0.07049013363146199,0.0704480703486394,0.07042189758256748,0.0709673473743826,0.0709471350378619,0.07094596814173294,0.07047470025461759,0.0704909340186574,0.07047722767604672,0.07048651382733825,0.0704904191678576,0.07049055245166924,0.07049022177424524,0.07048358460669409,0.0714697528947082,0.07053985074721257,0.07093077644597397,0.07104292575761728,2,0
0,0.08428120221734517,0.07049013363146199,0.0704480703486394,0.07042189758256748,0.0709673473743826,0.0709471350378619,0.07094596814173294,0.07047470025461759,0.0704909340186574,0.07047722767604672,0.07048651382733825,0.0704904191678576,0.07049055245166924,0.07049022177424524,0.07048358460669409,0.0714697528947082,0.07053985074721257,0.07093077644597397,0.07104292575761728,3,0
0,0.08428120221734517,0.07049013363146199,0.0704480703486394,0.07042189758256748,0.0709673473743826,0.0709471350378619,0.07094596814173294,0.07047470025461759,0.0704909340186574,0.07047722767604672,0.07048651382733825,0.0704904191678576,0.07049055245166924,0.07049022177424524,0.07048358460669409,0.0714697528947082,0.07053985074721257,0.07093077644597397,0.07104292575761728,4,0
0,0.08447109696546702,0.07059605619040554,0.07055429141785355,0.07052469176839345,0.0710427045786342,0.0710811577231434,0.07205676972097595,0.07272289233515625,0.07117867812253093,0.07155773707693701,0.0720106820523582,0.07053532390427457,0.07050739083770508,0.07050706023925295,0.07050042465693643,0.07290679350040011,0.07119702147010068,0.07211348103935723,0.07169682900339827,0,0.001
0,0.0866595303168256,0.07160581782108848,0.07156588970071309,0.07146200565972832,0.07213197234571832,0.07142811834716421,0.0719950513832859,0.07279304613800909,0.0709300517007448,0.07147888032062025,0.07171472134423448,0.07083782644360102,0.07054793456134974,0.0705476041528926,0.0705409723844232,0.07271530603000462,0.07145073225716586,0.07185257202786177,0.0714618970087977,1,0.001
0,0.08445090441004022,0.07058654516086788,0.07054634731174772,0.07052563064221616,0.07106595214916538,0.07112473706109941,0.07212785909848425,0.07253131923789034,0.07098256483384834,0.07161138218190752,0.07168386600386498,0.07055126864073331,0.07054129753302876,0.0705409670934843,0.0705343347009863,0.07271373450404586,0.07122514961218687,0.0721363771858641,0.0716941016626687,2,0.001
0,0.08447336279442555,0.0706423218757349,0.07059635671588846,0.07057012655688662,0.07108687844072564,0.07111442662627666,0.07164163071113645,0.07429111479485087,0.07114217254601941,0.07116968730432113,0.07182387913484448,0.07114893104747103,0.07060103264881433,0.07060070248885413,0.07059407570856367,0.07337006077631864,0.07125429355609005,0.07155225179154037,0.07157630091568931,3,0.001
0,0.08523997137939258,0.07086590131614609,0.07082547043410031,0.07076906694294305,0.07134897802865921,0.07113580768558343,0.0719534108695407,0.07441959851673349,0.07129001646759546,0.07147250584906033,0.07180060406487342,0.07078134982813139,0.0706328678173896,0.07063253780623754,0.0706259140130328,0.07355875577710835,0.0712441980379921,0.07195008760792097,0.07170297077625788,4,0.001
