,Pers,LS,Lasso,Ridge,LAD,NN,FDRR-R,LinAdj-FDR,FinAd-LAD,FinAd-LS-1,FinAd-LS-2,FinAd-LS-5,FinAd-LS-10,FinAd-LS-25,FinAd-NN,FDR-NN,FDR-Lin-NN,iteration,percentage
0,0.11328200730834627,0.10125643738048863,0.10168469031357373,0.10178064524906397,0.09740000300464241,0.10377154125810208,0.10130650810852726,0.10130650807206106,0.09739518943682705,0.10133121176968725,0.1013286357445018,0.10132831911441031,0.10132677257348896,0.10131148764501606,0.10378393393037731,0.10383433848142937,0.10383433848142937,0,0
0,0.11328200730834627,0.10125643738048863,0.10168469031357373,0.10178064524906397,0.09740000300464241,0.10377154125810208,0.10130650810852726,0.10130650807206106,0.09739518943682705,0.10133121176968725,0.1013286357445018,0.10132831911441031,0.10132677257348896,0.10131148764501606,0.10378393393037731,0.10383433848142937,0.10383433848142937,1,0
0,0.11328200730834627,0.10125643738048863,0.10168469031357373,0.10178064524906397,0.09740000300464241,0.10377154125810208,0.10130650810852726,0.10130650807206106,0.09739518943682705,0.10133121176968725,0.1013286357445018,0.10132831911441031,0.10132677257348896,0.10131148764501606,0.10378393393037731,0.10383433848142937,0.10383433848142937,2,0
0,0.11328200730834627,0.10125643738048863,0.10168469031357373,0.10178064524906397,0.09740000300464241,0.10377154125810208,0.10130650810852726,0.10130650807206106,0.09739518943682705,0.10133121176968725,0.1013286357445018,0.10132831911441031,0.10132677257348896,0.10131148764501606,0.10378393393037731,0.10383433848142937,0.10383433848142937,3,0
0,0.11328200730834627,0.10125643738048863,0.10168469031357373,0.10178064524906397,0.09740000300464241,0.10377154125810208,0.10130650810852726,0.10130650807206106,0.09739518943682705,0.10133121176968725,0.1013286357445018,0.10132831911441031,0.10132677257348896,0.10131148764501606,0.10378393393037731,0.10383433848142937,0.10383433848142937,4,0
0,0.11330996410384762,0.10128428889112913,0.10170997010719382,0.10180633259950607,0.09743730750171559,0.10384136437240196,0.10165214036005875,0.10157259304174845,0.09869892721767656,0.10149912061061447,0.10150826594073566,0.10145589989841261,0.10145435335749126,0.10143906842901837,0.10461218989459593,0.10401049551314404,0.10412343032698426,0,0.001
0,0.11319878820138884,0.10138548411869318,0.10181818402166702,0.10190390046118311,0.0975288145070997,0.10385235930047808,0.10134575754561174,0.10142691196301083,0.09863718224857111,0.10136554287360573,0.10146989313350635,0.10135185373024756,0.10135030718932621,0.10133502226085332,0.10441288220861014,0.10386403032860453,0.10450307344812906,1,0.001
0,0.1141908715402223,0.10149308308349167,0.10190186398961308,0.10196972754253138,0.09760846189523825,0.10391590918691845,0.10174660569558727,0.10166416669512987,0.09893296405617855,0.10143751773002387,0.10132814153573802,0.10127219373862459,0.10127064719770323,0.10125536226923035,0.10481516304609682,0.1042894979219289,0.1050063717162868,2,0.001
0,0.1136939269197742,0.10140580709100562,0.10181623628829889,0.10189567426994207,0.0974958829258322,0.1037932328131132,0.10138949989905598,0.10161552059258168,0.09849666332472043,0.10139655170057967,0.10162522765681818,0.1013817012352083,0.10138015469428695,0.10136486976581406,0.10412225337186816,0.1035818720357118,0.10390455620115671,3,0.001
0,0.11378778153195011,0.10139993301854092,0.10181640642822959,0.10189477071170253,0.09752834246334346,0.10383211293188084,0.10153972469627745,0.10137650067355213,0.09927730131672066,0.10146453612449495,0.10145946142139034,0.10145988144806933,0.10145833490714798,0.10144304997867509,0.10448951280697455,0.1036193463049354,0.10434476576166098,4,0.001
