,Pers,LR,Lasso,Ridge,LAD,NN,FA-FIXED-LR,FA-FIXED-LDR-LR,FA-FIXED-NN,FA-FIXED-LDR-NN,FA-LEARN-LDR-LR-10,FA-LEARN-LDR-LR-1,FA-LEARN-LDR-LR-2,FA-LEARN-LDR-LR-5,FA-LEARN-LDR-LR-20,FA-LEARN-LDR-NN-10,FA-LEARN-LDR-NN-1,FA-LEARN-LDR-NN-2,FA-LEARN-LDR-NN-5,FA-LEARN-LDR-NN-20,FA-LEARN-LR-10,FA-LEARN-LR-1,FA-LEARN-LR-2,FA-LEARN-LR-5,FA-LEARN-LR-20,FA-LEARN-NN-10,FA-LEARN-NN-1,iteration,percentage
0,0.1555210317013672,0.1281431666535325,0.12906335873713923,0.12847925191520432,0.12049030910755379,0.10152174246875711,0.12835566858512482,0.12835566858512482,0.10031069061761665,0.10614515816047572,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.10564709378587758,0.10917331341176294,0.1037612890809203,0.103859530940238,0.10785046545243535,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.10236991060393934,0.10574401339491882,0,0
0,0.1555210317013672,0.1281431666535325,0.12906335873713923,0.12847925191520432,0.12049030910755379,0.10152174246875711,0.12835566858512482,0.12835566858512482,0.10031069061761665,0.10614515816047572,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.10564709378587758,0.10917331341176294,0.1037612890809203,0.103859530940238,0.10785046545243535,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.10236991060393934,0.10574401339491882,1,0
0,0.1555210317013672,0.1281431666535325,0.12906335873713923,0.12847925191520432,0.12049030910755379,0.10152174246875711,0.12835566858512482,0.12835566858512482,0.10031069061761665,0.10614515816047572,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.10564709378587758,0.10917331341176294,0.1037612890809203,0.103859530940238,0.10785046545243535,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.10236991060393934,0.10574401339491882,2,0
0,0.1555210317013672,0.1281431666535325,0.12906335873713923,0.12847925191520432,0.12049030910755379,0.10152174246875711,0.12835566858512482,0.12835566858512482,0.10031069061761665,0.10614515816047572,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.10564709378587758,0.10917331341176294,0.1037612890809203,0.103859530940238,0.10785046545243535,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.10236991060393934,0.10574401339491882,3,0
0,0.1555210317013672,0.1281431666535325,0.12906335873713923,0.12847925191520432,0.12049030910755379,0.10152174246875711,0.12835566858512482,0.12835566858512482,0.10031069061761665,0.10614515816047572,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.10564709378587758,0.10917331341176294,0.1037612890809203,0.103859530940238,0.10785046545243535,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.12835566858512482,0.10236991060393934,0.10574401339491882,4,0
0,0.15641685696295296,0.12872720418570505,0.12958060967270946,0.1290054930915236,0.12106740808668572,0.10190486606705694,0.1295546316955966,0.12895644319812316,0.10119156503323976,0.10658775502317151,0.12830998672310592,0.12830998672310592,0.12830998672310592,0.12830998672310592,0.12830998672310592,0.10564862736161817,0.10953423741377395,0.10424990416563214,0.1042061085871796,0.1079690573413303,0.12983801257469352,0.12983801257469352,0.12983801257469352,0.12983801257469352,0.12983801257469352,0.10335997242677734,0.10629107678121043,0,0.001
0,0.15593026537561006,0.12827366308376068,0.12913450705215193,0.12856919014447712,0.12077344722212871,0.10171169013513402,0.1300376341198697,0.12898365894035133,0.10186453886430927,0.10721332863115957,0.12812874812682903,0.12812874812682903,0.12812874812682903,0.12812874812682903,0.12812874812682903,0.1055974385739436,0.10890207496610263,0.10426240952357996,0.1041693377124211,0.10789015102222217,0.12949950204344304,0.12949950204344304,0.12949950204344304,0.12949950204344304,0.12949950204344304,0.10331076433355953,0.10610887988544274,1,0.001
0,0.15600087328853912,0.1283019355530351,0.12920387168281622,0.12861965317755705,0.12064502152788291,0.10177177096182242,0.12984147041696253,0.12882051237624156,0.10191208564641155,0.10730212618908604,0.1282352202163403,0.1282352202163403,0.1282352202163403,0.1282352202163403,0.1282352202163403,0.1058093275351477,0.10940871564743367,0.10443393678200653,0.10441662076591342,0.10833299962436722,0.13009587761666302,0.13009587761666302,0.13009587761666302,0.13009587761666302,0.13009587761666302,0.10353938261335636,0.10637219119146088,2,0.001
0,0.15595747652548086,0.12829884655709575,0.12916650387849055,0.12862140800936997,0.12069701233005269,0.10175981963760473,0.13020708382628807,0.12923919848974327,0.10159103265342748,0.10720070230530894,0.1281104312886056,0.1281104312886056,0.1281104312886056,0.1281104312886056,0.1281104312886056,0.10565813887753235,0.10925813817747973,0.10430333227370292,0.10402674247733618,0.1078829181277814,0.1293695406531616,0.1293695406531616,0.1293695406531616,0.1293695406531616,0.1293695406531616,0.10301645868064954,0.10585613844811446,3,0.001
0,0.15600363380641702,0.12842745335401892,0.1292882501800933,0.12872872498580828,0.1207348191585412,0.10169806676508182,0.1302746832244356,0.129093124253891,0.10212878864858602,0.10688165109724733,0.1280627199412308,0.1280627199412308,0.1280627199412308,0.1280627199412308,0.1280627199412308,0.10584806790882419,0.10889926083231162,0.10428546490332695,0.10392080812250166,0.1080507137353176,0.12900302242098527,0.12900302242098527,0.12900302242098527,0.12900302242098527,0.12900302242098527,0.10334039319265378,0.10609920138176472,4,0.001
