,Pers,LR,Lasso,Ridge,LAD,NN,FA-FIXED-LR,FA-FIXED-LDR-LR,FA-FIXED-NN,FA-FIXED-LDR-NN,FA-LEARN-LDR-LR-10,FA-LEARN-LDR-LR-1,FA-LEARN-LDR-LR-2,FA-LEARN-LDR-LR-5,FA-LEARN-LDR-LR-20,FA-LEARN-LDR-NN-10,FA-LEARN-LDR-NN-1,FA-LEARN-LDR-NN-2,FA-LEARN-LDR-NN-5,FA-LEARN-LDR-NN-20,FA-LEARN-LR-10,FA-LEARN-LR-1,FA-LEARN-LR-2,FA-LEARN-LR-5,FA-LEARN-LR-20,FA-LEARN-NN-10,FA-LEARN-NN-1,FA-LEARN-NN-2,FA-LEARN-NN-5,FA-LEARN-NN-20,iteration,P_0_1,P_1_0,num_series,FA-LEARN-LR-100,FA-LEARN-LR-50,FA-LEARN-NN-50,steps
0,0.0350849176088731,0.0258492352573749,0.0259573578292847,0.0258836804048212,0.0260073260762025,0.0275980461327409,0.0262005696019261,0.0262005696019261,0.0274345016892397,0.0304047490558848,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0263448444797594,0.0258867360951017,0.0292969417563804,0.0283980538403195,0.0287629998465646,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0288576417993984,0.026530077025287,0.0262784112256361,0.027844267445117,0.0272247650034077,0,0.0,0.05,2,,,,1
0,0.0350849176088731,0.0258492352573749,0.0259573578292847,0.0258836804048212,0.0260073260762025,0.0275980461327409,0.0262005696019261,0.0262005696019261,0.0274345016892397,0.0304047490558848,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0263448444797594,0.0258867360951017,0.0292969417563804,0.0283980538403195,0.0287629998465646,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0288576417993984,0.026530077025287,0.0262784112256361,0.027844267445117,0.0272247650034077,1,0.0,0.05,2,,,,1
0,0.0350849176088731,0.0258492352573749,0.0259573578292847,0.0258836804048212,0.0260073260762025,0.0275980461327409,0.0262005696019261,0.0262005696019261,0.0274345016892397,0.0304047490558848,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0263448444797594,0.0258867360951017,0.0292969417563804,0.0283980538403195,0.0287629998465646,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0288576417993984,0.026530077025287,0.0262784112256361,0.027844267445117,0.0272247650034077,2,0.0,0.05,2,,,,1
0,0.0350849176088731,0.0258492352573749,0.0259573578292847,0.0258836804048212,0.0260073260762025,0.0275980461327409,0.0262005696019261,0.0262005696019261,0.0274345016892397,0.0304047490558848,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0263448444797594,0.0258867360951017,0.0292969417563804,0.0283980538403195,0.0287629998465646,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0288576417993984,0.026530077025287,0.0262784112256361,0.027844267445117,0.0272247650034077,3,0.0,0.05,2,,,,1
0,0.0350849176088731,0.0258492352573749,0.0259573578292847,0.0258836804048212,0.0260073260762025,0.0275980461327409,0.0262005696019261,0.0262005696019261,0.0274345016892397,0.0304047490558848,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0263448444797594,0.0258867360951017,0.0292969417563804,0.0283980538403195,0.0287629998465646,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0288576417993984,0.026530077025287,0.0262784112256361,0.027844267445117,0.0272247650034077,4,0.0,0.05,2,,,,1
0,0.0350849176088731,0.0258492352573749,0.0259573578292847,0.0258836804048212,0.0260073260762025,0.0275980461327409,0.0262005696019261,0.0262005696019261,0.0274345016892397,0.0304047490558848,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0263448444797594,0.0258867360951017,0.0292969417563804,0.0283980538403195,0.0287629998465646,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0288576417993984,0.026530077025287,0.0262784112256361,0.027844267445117,0.0272247650034077,5,0.0,0.05,2,,,,1
0,0.0350849176088731,0.0258492352573749,0.0259573578292847,0.0258836804048212,0.0260073260762025,0.0275980461327409,0.0262005696019261,0.0262005696019261,0.0274345016892397,0.0304047490558848,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0263448444797594,0.0258867360951017,0.0292969417563804,0.0283980538403195,0.0287629998465646,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0288576417993984,0.026530077025287,0.0262784112256361,0.027844267445117,0.0272247650034077,6,0.0,0.05,2,,,,1
0,0.0350849176088731,0.0258492352573749,0.0259573578292847,0.0258836804048212,0.0260073260762025,0.0275980461327409,0.0262005696019261,0.0262005696019261,0.0274345016892397,0.0304047490558848,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0263448444797594,0.0258867360951017,0.0292969417563804,0.0283980538403195,0.0287629998465646,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0288576417993984,0.026530077025287,0.0262784112256361,0.027844267445117,0.0272247650034077,7,0.0,0.05,2,,,,1
0,0.0350849176088731,0.0258492352573749,0.0259573578292847,0.0258836804048212,0.0260073260762025,0.0275980461327409,0.0262005696019261,0.0262005696019261,0.0274345016892397,0.0304047490558848,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0263448444797594,0.0258867360951017,0.0292969417563804,0.0283980538403195,0.0287629998465646,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0288576417993984,0.026530077025287,0.0262784112256361,0.027844267445117,0.0272247650034077,8,0.0,0.05,2,,,,1
0,0.0350849176088731,0.0258492352573749,0.0259573578292847,0.0258836804048212,0.0260073260762025,0.0275980461327409,0.0262005696019261,0.0262005696019261,0.0274345016892397,0.0304047490558848,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0263448444797594,0.0258867360951017,0.0292969417563804,0.0283980538403195,0.0287629998465646,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0262005696019261,0.0288576417993984,0.026530077025287,0.0262784112256361,0.027844267445117,0.0272247650034077,9,0.0,0.05,2,,,,1
