,Pers,LR,Lasso,Ridge,LAD,NN,FA-FIXED-LR,FA-FIXED-LDR-LR,FA-FIXED-NN,FA-FIXED-LDR-NN,FA-LEARN-LDR-LR-10,FA-LEARN-LDR-LR-1,FA-LEARN-LDR-LR-2,FA-LEARN-LDR-LR-5,FA-LEARN-LDR-LR-20,FA-LEARN-LDR-NN-10,FA-LEARN-LDR-NN-1,FA-LEARN-LDR-NN-2,FA-LEARN-LDR-NN-5,FA-LEARN-LDR-NN-20,FA-LEARN-LR-10,FA-LEARN-LR-1,FA-LEARN-LR-2,FA-LEARN-LR-5,FA-LEARN-LR-20,FA-LEARN-NN-10,FA-LEARN-NN-1,iteration,percentage
0,0.26422177357009824,0.17746496057520803,0.17664002283181743,0.17651019277732247,0.18471013500517314,0.1601599281575998,0.20064596981017785,0.18668386063169562,0.16172450799074709,0.16341561947126038,0.17620833223466023,0.17620833223466023,0.17620833223466023,0.17620833223466023,0.17620833223466023,0.15286965608396544,0.15378134002492105,0.1516559376223498,0.1518469849061686,0.15512360716499174,0.18279088645679184,0.18279088645679184,0.18279088645679184,0.18279088645679184,0.18279088645679184,0.15536451596734802,0.15439776739093752,0,0.05
0,0.26383142068705356,0.17668586827446117,0.17556242797464008,0.17557862693584916,0.18369796346662953,0.15817310080430033,0.19942021972074417,0.1852731571510043,0.1618309388484724,0.16190712218000042,0.17543348978275752,0.17543348978275752,0.17543348978275752,0.17543348978275752,0.17543348978275752,0.1521181414306897,0.15283445025283787,0.1518778428171514,0.15112267080989442,0.1543161587080999,0.18185412424623165,0.18185412424623165,0.18185412424623165,0.18185412424623165,0.18185412424623165,0.1553274540587688,0.1543398747297731,1,0.05
0,0.26794637584801,0.17789286436429064,0.17679446663472675,0.17678766625153108,0.1850091580965589,0.16045834134681267,0.20022550983005635,0.18722007740735358,0.1621775937316357,0.16309419321433122,0.17635095254486052,0.17635095254486052,0.17635095254486052,0.17635095254486052,0.17635095254486052,0.15324436229720784,0.15370349563956465,0.15233307270433943,0.1524013617338786,0.15598940909849962,0.18236342167877617,0.18236342167877617,0.18236342167877617,0.18236342167877617,0.18236342167877617,0.15529371708472384,0.15446419879091475,2,0.05
0,0.2674734314493525,0.1787177209929205,0.1777738121220231,0.17770135366421486,0.1856043272929088,0.1589948929013192,0.19839789204678,0.18655621988322788,0.15922163825425106,0.16285156566039727,0.17465074252305202,0.17465074252305202,0.17465074252305202,0.17465074252305202,0.17465074252305202,0.15195074281898685,0.15202130585113033,0.1513347561379336,0.15080844969885457,0.1540882568665279,0.181535585227368,0.181535585227368,0.181535585227368,0.181535585227368,0.181535585227368,0.1552076123177753,0.1542754761538706,3,0.05
0,0.2673896662359229,0.17939638093957141,0.17830098237892789,0.17832169048475657,0.18660793105548495,0.16246670829692217,0.19828453351787712,0.18686429653868106,0.1600964380873152,0.16357205434340918,0.17554880255213082,0.17554880255213082,0.17554880255213082,0.17554880255213082,0.17554880255213082,0.15174525298769728,0.15260489123010393,0.15109515040792074,0.1520553284804875,0.15386247113942728,0.1816480728767776,0.1816480728767776,0.1816480728767776,0.1816480728767776,0.1816480728767776,0.1551455445823421,0.1539803953923188,4,0.05
0,0.26653082222304836,0.18200176465821472,0.18014736634967068,0.1803041290564836,0.19006336017047384,0.16185283389056326,0.19226577044930357,0.1894945900310291,0.16173943898194318,0.16294949775804246,0.17817693126789466,0.17817693126789466,0.17817693126789466,0.17817693126789466,0.17817693126789466,0.15342440141662583,0.15469730303589652,0.15289062688610444,0.1523269459164189,0.15607832980062203,0.1837784453758492,0.1837784453758492,0.1837784453758492,0.1837784453758492,0.1837784453758492,0.15613157173122574,0.15528272382335787,0,0.1
0,0.2713956577554017,0.18249142457794193,0.18090533983218265,0.18100724237379293,0.19064973936108393,0.16572707930081182,0.19353882547666468,0.18977696012219042,0.16312718995074052,0.16276145794507432,0.17807863217523925,0.17807863217523925,0.17807863217523925,0.17807863217523925,0.17807863217523925,0.15366646330048134,0.15426008518946074,0.15361268989184837,0.15265717780472457,0.15731391291477526,0.18289255960932896,0.18289255960932896,0.18289255960932896,0.18289255960932896,0.18289255960932896,0.15694377266839388,0.15588184140134603,1,0.1
0,0.27127507808498,0.18362427202823473,0.18190695969572795,0.18192948088663852,0.1927707484416825,0.16224360923020545,0.19190467898782732,0.18934176499501817,0.1593127150656365,0.16091983660802905,0.1785085003568354,0.1785085003568354,0.1785085003568354,0.1785085003568354,0.1785085003568354,0.15215869520218053,0.15432729105353382,0.15253134012313926,0.1514227148587434,0.1563316903302561,0.18392374762883487,0.18392374762883487,0.18392374762883487,0.18392374762883487,0.18392374762883487,0.1556252034542221,0.1548102032000956,2,0.1
0,0.27761763249401705,0.18268322062746814,0.18086002087432287,0.18107206416444466,0.1906524821904036,0.1626917824779314,0.19167692981207246,0.19051950749947621,0.16133517891355814,0.16186551543056965,0.1769008361783723,0.1769008361783723,0.1769008361783723,0.1769008361783723,0.1769008361783723,0.15354030663709392,0.1542221260586743,0.15297631672152814,0.1523307503315302,0.15616024589783997,0.18329147512241295,0.18329147512241295,0.18329147512241295,0.18329147512241295,0.18329147512241295,0.15645608906627273,0.15549251880368373,3,0.1
0,0.27410259783307683,0.18316088683619597,0.1813129516488443,0.18147343053415302,0.19125409438549662,0.16164094506930946,0.19218451007607784,0.1885860529310356,0.16049496361962345,0.16122608054810986,0.1775607201826253,0.1775607201826253,0.1775607201826253,0.1775607201826253,0.1775607201826253,0.15298638614797963,0.15463306236694957,0.1523484545598333,0.1515799648251394,0.15592708568059818,0.18310502408229296,0.18310502408229296,0.18310502408229296,0.18310502408229296,0.18310502408229296,0.1556753941500275,0.15473312015263954,4,0.1
