,Pers,LR,Lasso,Ridge,LAD,NN,FA-FIXED-LR,FA-FIXED-LDR-LR,FA-FIXED-NN,FA-FIXED-LDR-NN,FA-LEARN-LDR-LR-10,FA-LEARN-LDR-LR-1,FA-LEARN-LDR-LR-2,FA-LEARN-LDR-LR-5,FA-LEARN-LDR-LR-20,FA-LEARN-LDR-NN-10,FA-LEARN-LR-10,FA-LEARN-NN-10,iteration,percentage
0,0.07173469468502211,0.059474987456378754,0.05897422713000482,0.05909815727710112,0.059120221237939516,0.05885271450567378,0.08564672683409372,0.06618471509383386,0.06926690069445088,0.06182047001748231,0.05820538305859898,0.05820538305859898,0.05820538305859898,0.05820538305859898,0.05820538305859898,0.056127747126831266,0.07347258275181603,0.05800421618973535,0,0
0,0.07319012481756627,0.06086411082451997,0.060393242333511704,0.060510361362472856,0.060472755586658815,0.059920966058583366,0.08734034625368006,0.0672545802847767,0.06788005989657504,0.06155760874414013,0.05889232819740205,0.05889232819740205,0.05889232819740205,0.05889232819740205,0.05889232819740205,0.05703743658233713,0.07449977093470682,0.058684046072702896,1,0
0,0.07175091351689895,0.05984815647791776,0.05938418393040783,0.05951727960771121,0.0592018092810355,0.06029334254235876,0.08563132861323354,0.06632130981206763,0.06971243464567303,0.06336964021407288,0.058498846325040314,0.058498846325040314,0.058498846325040314,0.058498846325040314,0.058498846325040314,0.05713157564874732,0.07440346428692186,0.05838435823417492,2,0
0,0.06981210109960628,0.05834724456527269,0.05793881244185629,0.05806288326399528,0.05744796726182107,0.05747733724288985,0.08490566528591373,0.06616381684412542,0.06682383482857007,0.061611815716163004,0.05817182516581041,0.05817182516581041,0.05817182516581041,0.05817182516581041,0.05817182516581041,0.05593845316085475,0.0736798348270923,0.05811855771517085,3,0
0,0.07277259790807754,0.05942547774748126,0.05889535954423756,0.05900052603884056,0.059142423795833336,0.05899219636983359,0.08861511443133985,0.06732620110958443,0.06895030939259396,0.06184029254052251,0.05849729269636054,0.05849729269636054,0.05849729269636054,0.05849729269636054,0.05849729269636054,0.05619064254550575,0.07345827150998377,0.057511315436790084,4,0
