,Pers,LR,Lasso,Ridge,LAD,NN,FA-FIXED-LR,FA-FIXED-LDR-LR,FA-FIXED-NN,FA-FIXED-LDR-NN,FA-LEARN-LDR-LR-10,FA-LEARN-LDR-LR-1,FA-LEARN-LDR-LR-2,FA-LEARN-LDR-LR-5,FA-LEARN-LDR-LR-20,FA-LEARN-LDR-NN-10,FA-LEARN-LDR-NN-1,FA-LEARN-LDR-NN-2,FA-LEARN-LDR-NN-5,FA-LEARN-LDR-NN-20,FA-LEARN-LR-10,FA-LEARN-LR-1,FA-LEARN-LR-2,FA-LEARN-LR-5,FA-LEARN-LR-20,FA-LEARN-NN-10,FA-LEARN-NN-1,FA-LEARN-NN-2,FA-LEARN-NN-5,iteration,percentage,steps
0,0.0350849176088731,0.0258492352573749,0.0259573578292847,0.0258836804048212,0.0260076031483113,0.0275980462832544,0.0262005700014265,0.0262005700014265,0.0274345021853281,0.0304047494559493,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0265354272254965,0.0265155397830516,0.0265126158682345,0.0282218073168514,0.0269082125834398,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0278469303873842,0.026083313462979,0.0276772790796174,0.0288817948828806,0,0.0,1
0,0.0350849176088731,0.0258492352573749,0.0259573578292847,0.0258836804048212,0.0260076031483113,0.0275980462832544,0.0262005700014265,0.0262005700014265,0.0274345021853281,0.0304047494559493,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0265354272254965,0.0265155397830516,0.0265126158682345,0.0282218073168514,0.0269082125834398,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0278469303873842,0.026083313462979,0.0276772790796174,0.0288817948828806,1,0.0,1
0,0.0350849176088731,0.0258492352573749,0.0259573578292847,0.0258836804048212,0.0260076031483113,0.0275980462832544,0.0262005700014265,0.0262005700014265,0.0274345021853281,0.0304047494559493,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0265354272254965,0.0265155397830516,0.0265126158682345,0.0282218073168514,0.0269082125834398,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0278469303873842,0.026083313462979,0.0276772790796174,0.0288817948828806,2,0.0,1
0,0.0350849176088731,0.0258492352573749,0.0259573578292847,0.0258836804048212,0.0260076031483113,0.0275980462832544,0.0262005700014265,0.0262005700014265,0.0274345021853281,0.0304047494559493,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0265354272254965,0.0265155397830516,0.0265126158682345,0.0282218073168514,0.0269082125834398,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0278469303873842,0.026083313462979,0.0276772790796174,0.0288817948828806,3,0.0,1
0,0.0350849176088731,0.0258492352573749,0.0259573578292847,0.0258836804048212,0.0260076031483113,0.0275980462832544,0.0262005700014265,0.0262005700014265,0.0274345021853281,0.0304047494559493,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0265354272254965,0.0265155397830516,0.0265126158682345,0.0282218073168514,0.0269082125834398,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0262005700014265,0.0278469303873842,0.026083313462979,0.0276772790796174,0.0288817948828806,4,0.0,1
0,0.0385746151106757,0.0294212662512536,0.0294557348364652,0.0294271866503688,0.0300026618221357,0.0304345507942553,0.0485852072775244,0.0312578596992542,0.0353063226363725,0.0333015051984091,0.0266859933509808,0.0266859934463518,0.0266859934463518,0.0266859934463518,0.0266859934463518,0.0278547801895351,0.0280256286962752,0.028149693224451,0.0296526984301704,0.0282795367527456,0.0274225593147943,0.0274142461343957,0.0274142461343957,0.0274142461343957,0.0274142461343957,0.0288067786504867,0.0274505218014612,0.0288254128041068,0.0297016798578075,0,0.001,1
0,0.0368857097045533,0.0278720354855954,0.0279088338266121,0.0278845563831786,0.028249943968659,0.0292433207551609,0.0382085643265723,0.0308930583610428,0.0338097843156066,0.0334287335428342,0.0271399461359276,0.0271399447828111,0.0271399447828111,0.0271399447828111,0.0271399447828111,0.0279962072906418,0.0281960291990415,0.0282357064990389,0.0296798594909964,0.0285128230000602,0.0277090161007286,0.0277189643894445,0.0277189643894445,0.0277189643894445,0.0277189643894445,0.0292751130124757,0.0277653415850629,0.0292365915661042,0.0302170498860194,1,0.001,1
0,0.036443702979188,0.0275107255964134,0.0275564099219951,0.0275322709818547,0.0277513872583331,0.0292557761108547,0.0473796405058503,0.0309062710733658,0.0343705305378183,0.0327400929251274,0.0264005699530474,0.0264005700554259,0.0264005700554259,0.0264005700554259,0.0264005700554259,0.0273601800888211,0.0275713166849777,0.0280326316412342,0.0289810101759304,0.0277937227923676,0.0269823494474066,0.0269831095238411,0.0269831095238411,0.0269831095238411,0.0269831095238411,0.028453454118005,0.0269861488100048,0.0284628630161985,0.0294038556653981,2,0.001,1
0,0.038934585186309,0.029844554407125,0.0298188879700581,0.0298415486858756,0.0304809004697227,0.0312076444609362,0.0442054206424289,0.0311563762933149,0.0347526706411962,0.0331231769747942,0.0271062760793209,0.0271062777298804,0.0271062777298804,0.0271062777298804,0.0271062777298804,0.028560341953617,0.0286031153878032,0.0287043659278487,0.0302047229049884,0.0289652244057814,0.0288600815429283,0.0288316459917738,0.0288316459917738,0.0288316459917738,0.0288316459917738,0.0302043600765051,0.0287479715328742,0.0301518500492932,0.0309801918938287,3,0.001,1
0,0.0405606912938935,0.0314308585294017,0.0314220882371517,0.0314245415616397,0.0322744042002914,0.0323102315049983,0.0413379881435445,0.0301042380136676,0.0330421161968002,0.0326795807199733,0.026538962264044,0.0265389626794931,0.0265389626794931,0.0265389626794931,0.0265389626794931,0.0277805362919258,0.027905561635705,0.0279895242915632,0.0295122803986638,0.0281308990813574,0.027695307183571,0.0276788071135585,0.0276788071135585,0.0276788071135585,0.0276788071135585,0.0290928826326546,0.0275566813428032,0.0291772368634658,0.0300138129616806,4,0.001,1
