,Pers,LR,Lasso,Ridge,LAD,NN,FA-FIXED-LR,FA-FIXED-LDR-LR,FA-FIXED-NN,FA-FIXED-LDR-NN,FA-LEARN-LDR-LR-10,FA-LEARN-LDR-LR-1,FA-LEARN-LDR-LR-2,FA-LEARN-LDR-LR-5,FA-LEARN-LDR-LR-20,FA-LEARN-LDR-NN-10,FA-LEARN-LDR-NN-1,FA-LEARN-LDR-NN-2,FA-LEARN-LDR-NN-5,FA-LEARN-LDR-NN-20,FA-LEARN-LR-10,FA-LEARN-LR-1,FA-LEARN-LR-2,FA-LEARN-LR-5,FA-LEARN-LR-20,FA-LEARN-NN-10,FA-LEARN-NN-1,FA-LEARN-NN-2,FA-LEARN-NN-5,FA-LEARN-NN-20,iteration,percentage,threshold
0,0.04607961875686141,0.03804896485451094,0.03788238172887607,0.038007732013600574,0.03885356422470324,0.03895184771604153,0.07139154809905045,0.04598963469617071,0.05864479886655851,0.02791068784086451,0.021391141454112847,0.04273003571720666,0.020086939665903608,0.02139092189249222,0.021883645540309644,0.01631428181517916,0.01863876757786164,0.0187700519347004,0.01734819425526143,0.01814964904807879,0.017961877158083717,0.017961877158083717,0.017961877158083717,0.017961877158083717,0.017961877158083717,0.017893033372099295,0.016566136030298474,0.018656485039318518,0.016567702779476223,0.018905316686923936,,,
