,Number missing,Pers,LR,Lasso,Ridge,LAD,NN,FA-FIXED-LR,FA-FIXED-LDR-LR,FA-FIXED-NN,FA-FIXED-LDR-NN,FA-LEARN-LDR-LR-10,FA-LEARN-LDR-LR-1,FA-LEARN-LDR-LR-2,FA-LEARN-LDR-LR-5,FA-LEARN-LDR-LR-20,FA-LEARN-LDR-NN-10,FA-LEARN-LDR-NN-1,FA-LEARN-LDR-NN-2,FA-LEARN-LDR-NN-5,FA-LEARN-LDR-NN-20,FA-LEARN-LR-10,FA-LEARN-LR-1,FA-LEARN-LR-2,FA-LEARN-LR-5,FA-LEARN-LR-20,FA-LEARN-NN-10,FA-LEARN-NN-1,FA-LEARN-NN-2,FA-LEARN-NN-5,FA-LEARN-NN-20,Count
0,0,0.09912128252297085,0.07968495570190996,0.0797106690232382,0.08009690912192227,0.08246684003541138,0.08285792296171557,0.08016776422298214,0.08016776422298214,0.08181006970307399,0.08139200131174397,0.08016776422298214,0.08016776422298214,0.08016776422298214,0.08016776422298214,0.08016776422298214,0.0820521711510377,0.08247943685549952,0.08182790321998011,0.08190559509913777,0.08254613009041283,0.08016776422298214,0.08016776422298214,0.08016776422298214,0.08016776422298214,0.08016776422298214,0.08071548005477802,0.08147357448530906,0.08098207108503677,0.08231696736463721,0.08233954524198342,20535
0,0,0.10931472294127748,0.08560887703119457,0.08534658540698822,0.08571077125747598,0.0895356349556505,0.08800200131496469,0.10214450317271377,0.09362966655396078,0.09435803783856321,0.08693628679089224,0.0842173368571202,0.08762003123032729,0.08438479399514365,0.0842173368571202,0.08414194596659268,0.0895308797130675,0.09032915396269943,0.08829650473576457,0.08849896997382291,0.08930147541012923,0.09123337198763179,0.09123337198763179,0.09123337198763179,0.09123337198763179,0.09123337198763179,0.09022214919926942,0.09048802072510266,0.08869112209264729,0.08907983962918252,0.08959949705487924,9546
1,1,0.1111465073703758,0.08681717877190671,0.08636516950616413,0.0863400622789076,0.08990136559401181,0.08783371517209215,0.12454503224051855,0.10483195087005108,0.1038549116867395,0.08837799653589835,0.08201206569959098,0.0928736357412343,0.08276981881007106,0.08201206569959098,0.08121997746480493,0.08750911269933233,0.08984152659288143,0.08679075248697095,0.08687783421244763,0.08728238144117922,0.09793782975161272,0.09793782975161272,0.09793782975161272,0.09793782975161272,0.09793782975161272,0.08991128102506415,0.0898437955154379,0.08748014302485374,0.0880046266926227,0.08849771428022013,7742
2,2,0.11399130743499124,0.09135222917174224,0.09076204000261745,0.09065696752378677,0.09470075426457067,0.09025456496289061,0.13082296489902548,0.11067236143258842,0.11179676542085405,0.09415020677958992,0.08672594146283884,0.09991071226140083,0.0874914818730463,0.08672594146283884,0.08650351780481715,0.09052608787612254,0.09374918449933532,0.0912491909019349,0.0916920940119989,0.09123346777918281,0.09876579401854127,0.09876579401854127,0.09876579401854127,0.09876579401854127,0.09876579401854127,0.09370467695616275,0.09302846142021896,0.09332157392898868,0.09329415383832688,0.09341110172618894,2684
3,3,0.13396328184315817,0.09295753590218997,0.09298329524033148,0.09290024923283569,0.1045150864346748,0.09117802861885463,0.12902018622273204,0.10018799519829426,0.11829842057697089,0.08804401118361231,0.06656548530109987,0.0929307252161324,0.07284632852722912,0.06789489447742275,0.06670035532114019,0.07042387699530439,0.07298483549827997,0.07245033793553637,0.07475357515647546,0.07472636129061737,0.07558519260869799,0.07558519260869799,0.07558519260869799,0.07558519260869799,0.07558519260869799,0.07467486176148082,0.0715904575045563,0.07647072371214912,0.07563001802137,0.07926661497264417,489
4,4,0.12577211009887754,0.11779063844120907,0.11682505572102413,0.11437992758357227,0.13511938577396546,0.10794345830264292,0.12589005644447104,0.10483051639242628,0.11325327630236258,0.09564099823030409,0.08862572936688655,0.12056829914934498,0.10705905040110761,0.09157734472165048,0.08348156790437486,0.07210896614910446,0.08315106007838617,0.07345330875684074,0.07777687587272183,0.08194694858255343,0.09280025355084863,0.09280025355084863,0.09280025355084863,0.09280025355084863,0.09280025355084863,0.07767977896943691,0.0760854306261326,0.08032322112011449,0.08195175436429959,0.07086264194458854,72
5,5,0.18094132280222897,0.12111703303733216,0.12034888290781658,0.12076296906176709,0.12967492565243469,0.10273594678623124,0.31811814236906316,0.05509810257021647,0.2530224354937637,0.21609660848127815,0.15794628392301613,0.25915768393744704,0.2691529210051252,0.15794628392301613,0.07905187203056598,0.03985400083345474,0.06534328331117513,0.07769381772546705,0.03672249933707406,0.16943187520957786,0.09004398237837247,0.09004398237837247,0.09004398237837247,0.09004398237837247,0.09004398237837247,0.0599584863187341,0.03639175057322458,0.11553207583183767,0.1286965850591958,0.046883714070222765,2
0,0,0.10674524210768879,0.0835941871722725,0.08321256235924687,0.08331047364162633,0.08673319945045062,0.08598517195320349,0.09974441592370276,0.09223790142353609,0.09065176956904207,0.08521536996486495,0.08129122798989105,0.08469878979565602,0.08148935266260254,0.08129122798989105,0.08125957613365462,0.08562378743184178,0.08792466378242644,0.08564906278364912,0.08669009511232599,0.08550517272371394,0.0875561251063315,0.0875561251063315,0.0875561251063315,0.0875561251063315,0.0875561251063315,0.08543273177935154,0.08528122737814604,0.08618101399008678,0.08644185209359329,0.08621657177275129,9300
1,1,0.11576453882310078,0.09374951837716959,0.09331622382974673,0.09342321035093469,0.09749807273262735,0.09462901965935404,0.12718792724892597,0.11111279997809748,0.10795724992889034,0.09430611262860972,0.0885476750515294,0.09635705943094984,0.08925318137358917,0.0885476750515294,0.08809619935952089,0.09403581169861447,0.09673291201083192,0.09281148067184601,0.09317608220754511,0.09268789873962732,0.10220912914397616,0.10220912914397616,0.10220912914397616,0.10220912914397616,0.10220912914397616,0.09822132350518863,0.09782443286416194,0.09409710351819406,0.09431405353830695,0.09460129307877468,7718
2,2,0.11222763356386727,0.09063579444408468,0.09048515053317475,0.09039153527489344,0.09480589193532622,0.09450775418295619,0.12974693867793893,0.10693883083632655,0.10654592390404755,0.08797123717173148,0.08311110597800647,0.10042302724759176,0.08311154234377156,0.08311110597800647,0.08059548295338424,0.08476809425915997,0.0894455444534634,0.08349974948775907,0.08473430058392424,0.08636624160725499,0.09970541314030255,0.09970541314030255,0.09970541314030255,0.09970541314030255,0.09970541314030255,0.08828650673728242,0.08741873292228611,0.08635370969484064,0.08638439970933089,0.08721603625006144,2848
3,3,0.12059902070335371,0.09054644526861436,0.09054019542075471,0.0901543641738901,0.09694394360867985,0.09638633083248949,0.14180683350847742,0.10860340561763673,0.13164633253701008,0.1028886137666017,0.08866489143264666,0.10459080669338415,0.08654623024281952,0.08866489143264666,0.08767939291003024,0.09750375092884704,0.09703350946114418,0.09315445183344273,0.09523176872640685,0.09546025819393761,0.10495110433802646,0.10495110433802646,0.10495110433802646,0.10495110433802646,0.10495110433802646,0.10215953578734989,0.10075522275079973,0.0935845536942308,0.09306092526219878,0.09939332431611339,617
