,Pers,LR,Lasso,Ridge,LAD,NN,FA-FIXED-LR,FA-FIXED-LDR-LR,FA-FIXED-NN,FA-FIXED-LDR-NN,FA-LEARN-LDR-LR-10,FA-LEARN-LDR-LR-1,FA-LEARN-LDR-LR-2,FA-LEARN-LDR-LR-5,FA-LEARN-LDR-LR-20,FA-LEARN-LDR-NN-10,FA-LEARN-LDR-NN-1,FA-LEARN-LDR-NN-2,FA-LEARN-LDR-NN-5,FA-LEARN-LDR-NN-20,FA-LEARN-LR-10,FA-LEARN-LR-1,FA-LEARN-LR-2,FA-LEARN-LR-5,FA-LEARN-LR-20,FA-LEARN-NN-10,FA-LEARN-NN-1,FA-LEARN-NN-2,FA-LEARN-NN-5,FA-LEARN-NN-20,iteration,percentage,threshold
0,0.07662819395309438,0.06641725730243934,0.06592103244460816,0.06627832895086201,0.06977644510900961,0.06603894176861196,0.1288211321154787,0.07734283705486444,0.10139049020889687,0.04765741779608687,0.03461120459408018,0.07332442761790245,0.03367258532538193,0.0346080971775832,0.034982184140083146,0.029661056618859108,0.030925153543185296,0.03262308004910292,0.0316765992896531,0.031928478232966295,0.032587578115579684,0.032587578115579684,0.032587578115579684,0.032587578115579684,0.032587578115579684,0.03180773588287042,0.03003737819416459,0.03192514513108859,0.03104370240320503,0.03213093060973914,,,
